0.250000 	  584.589515 
0.750000 	  603.000000 
1.250000 	  603.000000 
1.750000 	  139.759160 
2.250000 	  603.000000 
2.750000 	  603.000000 
3.250000 	  603.000000 
3.750000 	  603.000000 
4.250000 	  603.000000 
4.750000 	  603.000000 
5.250000 	  603.000000 
5.750000 	  603.000000 
6.250000 	  603.000000 
6.750000 	  603.000000 
7.250000 	  597.773679 
7.750000 	  603.000000 
8.250000 	  603.000000 
8.750000 	  603.000000 
9.250000 	  603.000000 
9.750000 	  603.000000 
10.250000 	  603.000000 
10.750000 	  603.000000 
11.250000 	  603.000000 
11.750000 	  603.000000 
12.250000 	  603.000000 
12.750000 	  603.000000 
13.250000 	  603.000000 
13.750000 	  603.000000 
14.250000 	  603.000000 
14.750000 	  603.000000 
