Y  	 	 	 	 	 	 	 	 	 Z 	 	 	 	 Gamma 	 	 	 	 Rho 	 	 	 	 index1 	 	 	 	 index2 
-2.30787429187e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 2.87597645062e-50 		 0 	 	 0 
 -2.26125056881e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 2.96445032599e-50 		 0 	 	 1 
 -2.21462684574e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 3.05560668538e-50 		 0 	 	 2 
 -2.16800312267e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 3.14948302673e-50 		 0 	 	 3 
 -2.1213793996e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 3.24611134137e-50 		 0 	 	 4 
 -2.07475567653e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 3.34551729413e-50 		 0 	 	 5 
 -2.02813195346e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 3.44771933984e-50 		 0 	 	 6 
 -1.9815082304e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 3.55272777606e-50 		 0 	 	 7 
 -1.93488450733e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 3.66054373266e-50 		 0 	 	 8 
 -1.88826078426e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 3.77115809971e-50 		 0 	 	 9 
 -1.84163706119e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 3.88455039685e-50 		 0 	 	 10 
 -1.79501333812e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 4.0006875884e-50 		 0 	 	 11 
 -1.74838961506e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 4.11952285048e-50 		 0 	 	 12 
 -1.70176589199e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 4.24099429803e-50 		 0 	 	 13 
 -1.65514216892e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 4.36502368217e-50 		 0 	 	 14 
 -1.60851844585e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 4.49151507022e-50 		 0 	 	 15 
 -1.56189472278e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 4.62035352375e-50 		 0 	 	 16 
 -1.51527099972e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 4.75140379228e-50 		 0 	 	 17 
 -1.46864727665e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 4.88450904356e-50 		 0 	 	 18 
 -1.42202355358e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 5.01948965393e-50 		 0 	 	 19 
 -1.37539983051e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 5.15614208537e-50 		 0 	 	 20 
 -1.32877610744e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 5.29423787866e-50 		 0 	 	 21 
 -1.28215238437e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 5.43352279473e-50 		 0 	 	 22 
 -1.23552866131e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 5.57371613839e-50 		 0 	 	 23 
 -1.18890493824e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 5.71451030099e-50 		 0 	 	 24 
 -1.14228121517e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 5.85557055911e-50 		 0 	 	 25 
 -1.0956574921e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 5.99653516754e-50 		 0 	 	 26 
 -1.04903376903e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 6.13701578376e-50 		 0 	 	 27 
 -1.00241004597e+16  	 	  -2.30787429187e+16 	 	 0.4 	 	 6.27659825985e-50 		 0 	 	 28 
 -9.55786322897e+15  	 	  -2.30787429187e+16 	 	 0.4 	 	 6.41484383482e-50 		 0 	 	 29 
 -9.09162599829e+15  	 	  -2.30787429187e+16 	 	 0.4 	 	 6.55129075595e-50 		 0 	 	 30 
