Y  	 	 	 	 	 	 	 	 	 Z 	 	 	 	 Gamma 	 	 	 	 Rho 	 	 	 	 index1 	 	 	 	 index2 
-1.82764994427e+16  	 	  -1.82764994427e+16 	 	 0.4 	 	 5.78948999215e-50 		 0 	 	 0 
 -1.75305198736e+16  	 	  -1.82764994427e+16 	 	 0.4 	 	 6.15483626686e-50 		 0 	 	 1 
 -1.67845403045e+16  	 	  -1.82764994427e+16 	 	 0.4 	 	 6.54251767409e-50 		 0 	 	 2 
 -1.60385607354e+16  	 	  -1.82764994427e+16 	 	 0.4 	 	 6.95300481349e-50 		 0 	 	 3 
 -1.52925811664e+16  	 	  -1.82764994427e+16 	 	 0.4 	 	 7.38652407401e-50 		 0 	 	 4 
 -1.45466015973e+16  	 	  -1.82764994427e+16 	 	 0.4 	 	 7.84299115624e-50 		 0 	 	 5 
 -1.38006220282e+16  	 	  -1.82764994427e+16 	 	 0.4 	 	 8.32193633275e-50 		 0 	 	 6 
 -1.30546424591e+16  	 	  -1.82764994427e+16 	 	 0.4 	 	 8.82242254279e-50 		 0 	 	 7 
 -1.230866289e+16  	 	  -1.82764994427e+16 	 	 0.4 	 	 9.34295838148e-50 		 0 	 	 8 
 -1.15626833209e+16  	 	  -1.82764994427e+16 	 	 0.4 	 	 9.88140925105e-50 		 0 	 	 9 
 -1.08167037518e+16  	 	  -1.82764994427e+16 	 	 0.4 	 	 1.0434911365e-49 		 0 	 	 10 
 -1.00707241827e+16  	 	  -1.82764994427e+16 	 	 0.4 	 	 1.09997948646e-49 		 0 	 	 11 
 -9.32474461363e+15  	 	  -1.82764994427e+16 	 	 0.4 	 	 1.15715238833e-49 		 0 	 	 12 
 -8.57876504454e+15  	 	  -1.82764994427e+16 	 	 0.4 	 	 1.21446627675e-49 		 0 	 	 13 
 -7.83278547545e+15  	 	  -1.82764994427e+16 	 	 0.4 	 	 1.27128785469e-49 		 0 	 	 14 
 -7.08680590636e+15  	 	  -1.82764994427e+16 	 	 0.4 	 	 1.32689897962e-49 		 0 	 	 15 
 -6.34082633727e+15  	 	  -1.82764994427e+16 	 	 0.4 	 	 1.38050708816e-49 		 0 	 	 16 
 -5.59484676818e+15  	 	  -1.82764994427e+16 	 	 0.4 	 	 1.43126179369e-49 		 0 	 	 17 
 -4.84886719909e+15  	 	  -1.82764994427e+16 	 	 0.4 	 	 1.47827785985e-49 		 0 	 	 18 
 -4.10288763e+15  	 	  -1.82764994427e+16 	 	 0.4 	 	 1.52066416486e-49 		 0 	 	 19 
 -3.35690806091e+15  	 	  -1.82764994427e+16 	 	 0.4 	 	 8.01171236889e-50 		 0 	 	 20 
 -2.61092849182e+15  	 	  -1.82764994427e+16 	 	 0.4 	 	 5.14535251619e-50 		 0 	 	 21 
 -1.86494892273e+15  	 	  -1.82764994427e+16 	 	 0.4 	 	 2.78299622754e-50 		 0 	 	 22 
 -1.11896935364e+15  	 	  -1.82764994427e+16 	 	 0.4 	 	 1.09908057805e-50 		 0 	 	 23 
 -3.72989784545e+14  	 	  -1.82764994427e+16 	 	 0.4 	 	 2.22757988434e-51 		 0 	 	 24 
