#     wavelength(A)    kappa_tot (cm2/g)     kappa_es (cm2/g)   kappa_bf+ff (cm2/g)      dummy          kappa_bb (cm2/g)        dummy               rho                 v/c              
# t = 2.5 days
    6.9600000000E+02    4.9185014648E+03    4.4434995319E-03    4.7334223633E+03    2.0752546387E+03    1.8507473755E+02    7.6949856209E-11    3.1429883839E-15    1.5385769612E-01
    7.0825000000E+02    4.4108173828E+03    4.4434995319E-03    4.2528896484E+03    1.3568823242E+03    1.5792308044E+02    1.4218146105E-10    3.1429883839E-15    1.5385769612E-01
    7.2050000000E+02    3.9656918945E+03    4.4434995319E-03    3.8915510254E+03    1.7462757874E+02    7.4136291504E+01    2.5655169655E-10    3.1429883839E-15    1.5385769612E-01
    7.3275000000E+02    3.7902739258E+03    4.4434995319E-03    3.6400180664E+03    7.0759344482E+02    1.5025132751E+02    4.7998777175E-10    3.1429883839E-15    1.5385769612E-01
    7.4500000000E+02    3.7429680176E+03    4.4434995319E-03    3.4892165527E+03    1.5038832031E+04    2.5374713135E+02    9.0614976633E-10    3.1429883839E-15    1.5385769612E-01
    7.5725000000E+02    3.7311738281E+03    4.4434995319E-03    3.4304487305E+03    7.3463847656E+03    3.0072067261E+02    1.6884452725E-09    3.1429883839E-15    1.5385769612E-01
    7.6950000000E+02    3.6647553711E+03    4.4434995319E-03    3.4554372559E+03    8.7921630859E+03    2.0931370544E+02    3.0342905966E-09    3.1429883839E-15    1.5385769612E-01
    7.8175000000E+02    1.3044936523E+03    4.4434995319E-03    1.0391718750E+03    9.8622431641E+03    2.6531747437E+02    1.9363590731E-09    3.1429883839E-15    1.5385769612E-01
    7.9400000000E+02    1.2613128662E+03    4.4434995319E-03    1.0259536133E+03    9.0444287109E+03    2.3535476685E+02    3.2921692039E-09    3.1429883839E-15    1.5385769612E-01
    8.0625000000E+02    1.2771185303E+03    4.4434995319E-03    1.0129711304E+03    1.1756042969E+04    2.6414303589E+02    5.7541829079E-09    3.1429883839E-15    1.5385769612E-01
    8.1850000000E+02    1.3511391602E+03    4.4434995319E-03    1.0002175293E+03    1.7937767578E+04    3.5091720581E+02    1.0325093669E-08    3.1429883839E-15    1.5385769612E-01
    8.3075000000E+02    1.3917928467E+03    4.4434995319E-03    9.8768664551E+02    1.2157280273E+04    4.0410186768E+02    1.7738083002E-08    3.1429883839E-15    1.5385769612E-01
    8.4300000000E+02    1.6295093994E+03    4.4434995319E-03    9.7537261963E+02    3.8450781250E+04    6.5413226318E+02    3.4084102651E-08    3.1429883839E-15    1.5385769612E-01
    8.5525000000E+02    1.5638002930E+03    4.4434995319E-03    9.6327020264E+02    7.5552636719E+03    6.0052575684E+02    5.2865487987E-08    3.1429883839E-15    1.5385769612E-01
    8.6750000000E+02    1.2720341797E+03    4.4434995319E-03    9.5137463379E+02    5.0555908203E+03    3.2065512085E+02    6.8487238991E-08    3.1429883839E-15    1.5385769612E-01
    8.7975000000E+02    1.1758437500E+03    4.4434995319E-03    9.3968151855E+02    3.5356777344E+03    2.3615774536E+02    9.9421264110E-08    3.1429883839E-15    1.5385769612E-01
    8.9200000000E+02    1.2084954834E+03    4.4434995319E-03    9.2818731689E+02    3.1569631958E+02    2.8030380249E+02    1.5832570455E-07    3.1429883839E-15    1.5385769612E-01
    9.0425000000E+02    1.3497268066E+03    4.4434995319E-03    9.1688848877E+02    3.2060986328E+03    4.3283380127E+02    2.7047784101E-07    3.1429883839E-15    1.5385769612E-01
    9.1650000000E+02    1.3506608887E+03    4.4434995319E-03    9.0578240967E+02    4.2701142578E+03    4.4487408447E+02    4.0892680886E-07    3.1429883839E-15    1.5385769612E-01
    9.2875000000E+02    1.4214230957E+03    4.4434995319E-03    8.9486663818E+02    1.6755689453E+04    5.2655200195E+02    6.4252361653E-07    3.1429883839E-15    1.5385769612E-01
    9.4100000000E+02    1.5103739014E+03    4.4434995319E-03    8.8413958740E+02    2.7400720703E+04    6.2622985840E+02    1.0078065316E-06    3.1429883839E-15    1.5385769612E-01
    9.5325000000E+02    1.5139702148E+03    4.4434995319E-03    8.7360003662E+02    3.6498726562E+04    6.4036572266E+02    1.4750067976E-06    3.1429883839E-15    1.5385769612E-01
    9.6550000000E+02    1.3601593018E+03    4.4434995319E-03    8.6324725342E+02    3.3583066406E+04    4.9690765381E+02    1.9146691557E-06    3.1429883839E-15    1.5385769612E-01
    9.7775000000E+02    1.2964114990E+03    4.4434995319E-03    8.5308111572E+02    5.8592128906E+04    4.4332586670E+02    2.6103239179E-06    3.1429883839E-15    1.5385769612E-01
    9.9000000000E+02    1.2113356934E+03    4.4434995319E-03    8.4310223389E+02    2.2458586426E+03    3.6822900391E+02    3.4550305372E-06    3.1429883839E-15    1.5385769612E-01
    1.0022500000E+03    1.3288782959E+03    4.4434995319E-03    8.3331182861E+02    4.7583554688E+03    4.9556204224E+02    5.3193239182E-06    3.1429883839E-15    1.5385769612E-01
    1.0145000000E+03    1.2336566162E+03    4.4434995319E-03    8.2371185303E+02    3.1547368164E+03    4.0994030762E+02    6.8682902565E-06    3.1429883839E-15    1.5385769612E-01
    1.0267500000E+03    1.0822581787E+03    4.4434995319E-03    8.1430487061E+02    4.7567475586E+03    2.6794882202E+02    8.3082995843E-06    3.1429883839E-15    1.5385769612E-01
    1.0390000000E+03    1.2032104492E+03    4.4434995319E-03    8.0509448242E+02    2.9288596191E+03    3.9811148071E+02    1.2630817764E-05    3.1429883839E-15    1.5385769612E-01
    1.0512500000E+03    1.1427103271E+03    4.4434995319E-03    7.9608502197E+02    1.6959389648E+03    3.4662088013E+02    1.6272208086E-05    3.1429883839E-15    1.5385769612E-01
    1.0635000000E+03    1.1172838135E+03    4.4434995319E-03    7.8728192139E+02    2.1533508301E+03    3.2999743652E+02    2.1415648007E-05    3.1429883839E-15    1.5385769612E-01
    1.0757500000E+03    1.0647811279E+03    4.4434995319E-03    7.7869171143E+02    3.8597907715E+03    2.8608499146E+02    2.7267238693E-05    3.1429883839E-15    1.5385769612E-01
    1.0880000000E+03    1.1155274658E+03    4.4434995319E-03    7.7032196045E+02    6.3448803711E+03    3.4520098877E+02    3.7891655666E-05    3.1429883839E-15    1.5385769612E-01
    1.1002500000E+03    1.1531993408E+03    4.4434995319E-03    7.6218176270E+02    1.6663604736E+03    3.9101312256E+02    5.1597398851E-05    3.1429883839E-15    1.5385769612E-01
    1.1125000000E+03    1.2689582520E+03    4.4434995319E-03    7.5428167725E+02    1.5649554443E+03    5.1467218018E+02    7.4286850577E-05    3.1429883839E-15    1.5385769612E-01
    1.1247500000E+03    1.2090219727E+03    4.4434995319E-03    7.4663378906E+02    2.4965427246E+03    4.6238375854E+02    9.2006732302E-05    3.1429883839E-15    1.5385769612E-01
    1.1370000000E+03    1.0621585693E+03    4.4434995319E-03    7.3925219727E+02    5.7022812500E+03    3.2290188599E+02    1.0441664199E-04    3.1429883839E-15    1.5385769612E-01
    1.1492500000E+03    1.0975272217E+03    4.4434995319E-03    7.3215319824E+02    4.2654111328E+03    3.6536950684E+02    1.3853378186E-04    3.1429883839E-15    1.5385769612E-01
    1.1615000000E+03    1.1429747314E+03    4.4434995319E-03    7.2535559082E+02    1.3187368164E+04    4.1761471558E+02    1.8415704835E-04    3.1429883839E-15    1.5385769612E-01
    1.1737500000E+03    1.1264295654E+03    4.4434995319E-03    7.1888079834E+02    8.7218750000E+03    4.0754428101E+02    2.3035673075E-04    3.1429883839E-15    1.5385769612E-01
    1.1860000000E+03    1.1268514404E+03    4.4434995319E-03    7.1275354004E+02    4.2859667969E+03    4.1409350586E+02    2.9088556767E-04    3.1429883839E-15    1.5385769612E-01
    1.1982500000E+03    1.0588375244E+03    4.4434995319E-03    7.0700225830E+02    3.5992917480E+03    3.5183084106E+02    3.4318843973E-04    3.1429883839E-15    1.5385769612E-01
    1.2105000000E+03    1.0049044189E+03    4.4434995319E-03    7.0165960693E+02    7.0411909180E+03    3.0324041748E+02    4.0685365093E-04    3.1429883839E-15    1.5385769612E-01
    1.2227500000E+03    1.1820488281E+03    4.4434995319E-03    6.9676330566E+02    1.4661295898E+04    4.8528112793E+02    5.9482804500E-04    3.1429883839E-15    1.5385769612E-01
    1.2350000000E+03    9.5793859863E+02    4.4434995319E-03    6.9235705566E+02    2.1321372070E+03    2.6557717896E+02    5.9625873109E-04    3.1429883839E-15    1.5385769612E-01
    1.2472500000E+03    9.3777575684E+02    4.4434995319E-03    6.8849090576E+02    2.9702924805E+03    2.4928036499E+02    7.1862275945E-04    3.1429883839E-15    1.5385769612E-01
    1.2595000000E+03    9.0194805908E+02    4.4434995319E-03    6.8522344971E+02    2.2176640625E+03    2.1672010803E+02    8.4705901099E-04    3.1429883839E-15    1.5385769612E-01
    1.2717500000E+03    9.5000311279E+02    4.4434995319E-03    6.8262268066E+02    4.0725871582E+03    2.6737600708E+02    1.0886098025E-03    3.1429883839E-15    1.5385769612E-01
    1.2840000000E+03    8.9831652832E+02    4.4434995319E-03    6.8076776123E+02    6.3336242188E+04    2.1754431152E+02    1.2506424682E-03    3.1429883839E-15    1.5385769612E-01
    1.2962500000E+03    9.6855279541E+02    4.4434995319E-03    6.7975189209E+02    1.2175611719E+05    2.8879647827E+02    1.6314751701E-03    3.1429883839E-15    1.5385769612E-01
    1.3085000000E+03    9.1791949463E+02    4.4434995319E-03    6.7968426514E+02    1.0356557812E+05    2.3823081970E+02    1.8632204738E-03    3.1429883839E-15    1.5385769612E-01
    1.3207500000E+03    9.8551953125E+02    4.4434995319E-03    6.8069421387E+02    8.7281773438E+04    3.0482089233E+02    2.4011963978E-03    3.1429883839E-15    1.5385769612E-01
    1.3330000000E+03    8.9004022217E+02    4.4434995319E-03    6.8293548584E+02    3.0710441406E+04    2.0710026550E+02    2.5931247510E-03    3.1429883839E-15    1.5385769612E-01
    1.3452500000E+03    9.5775726318E+02    4.4434995319E-03    6.8659161377E+02    2.6958726562E+04    2.7116119385E+02    3.3244274091E-03    3.1429883839E-15    1.5385769612E-01
    1.3575000000E+03    9.6265576172E+02    4.4434995319E-03    6.9188323975E+02    7.1172836914E+03    2.7076800537E+02    3.9666248485E-03    3.1429883839E-15    1.5385769612E-01
    1.3697500000E+03    9.7760058594E+02    4.4434995319E-03    6.9907757568E+02    1.3336668945E+04    2.7851855469E+02    4.7652442008E-03    3.1429883839E-15    1.5385769612E-01
    1.3820000000E+03    9.9899456787E+02    4.4434995319E-03    7.0850006104E+02    1.6687900391E+04    2.9049002075E+02    5.7409969158E-03    3.1429883839E-15    1.5385769612E-01
    1.3942500000E+03    9.5594830322E+02    4.4434995319E-03    7.2055084229E+02    6.0421401367E+03    2.3539294434E+02    6.4554470591E-03    3.1429883839E-15    1.5385769612E-01
    1.4065000000E+03    9.3748779297E+02    4.4434995319E-03    7.3572601318E+02    7.3947578125E+04    2.0175732422E+02    7.4153542519E-03    3.1429883839E-15    1.5385769612E-01
    1.4187500000E+03    9.9114587402E+02    4.4434995319E-03    7.5464660645E+02    5.9490161133E+03    2.3649485779E+02    9.1542452574E-03    3.1429883839E-15    1.5385769612E-01
    1.4310000000E+03    1.1374526367E+03    4.4434995319E-03    7.7809863281E+02    3.0246136719E+04    3.5934960938E+02    1.2229754589E-02    3.1429883839E-15    1.5385769612E-01
    1.4432500000E+03    1.1483648682E+03    4.4434995319E-03    8.0708898926E+02    1.6567677734E+04    3.4127136230E+02    1.4331088401E-02    3.1429883839E-15    1.5385769612E-01
    1.4555000000E+03    1.0885477295E+03    4.4434995319E-03    8.4292462158E+02    1.1341171875E+04    2.4561869812E+02    1.5722123906E-02    3.1429883839E-15    1.5385769612E-01
    1.4677500000E+03    1.1639973145E+03    4.4434995319E-03    8.8732818604E+02    3.7282299805E+03    2.7666467285E+02    1.9402723759E-02    3.1429883839E-15    1.5385769612E-01
    1.4800000000E+03    1.2140808105E+03    4.4434995319E-03    9.4260931396E+02    4.4304028320E+03    2.7146694946E+02    2.3292671889E-02    3.1429883839E-15    1.5385769612E-01
    1.4922500000E+03    1.1818543701E+03    4.4434995319E-03    1.0119249878E+03    5.1172085571E+02    1.6992504883E+02    2.6028022170E-02    3.1429883839E-15    1.5385769612E-01
    1.5045000000E+03    1.2802709961E+03    4.4434995319E-03    1.0996883545E+03    2.0013996582E+03    1.8057814026E+02    3.2281883061E-02    3.1429883839E-15    1.5385769612E-01
    1.5167500000E+03    1.4603647461E+03    4.4434995319E-03    1.2122308350E+03    1.6229218750E+03    2.4812954712E+02    4.2053375393E-02    3.1429883839E-15    1.5385769612E-01
    1.5290000000E+03    1.6257233887E+03    4.4434995319E-03    1.3589168701E+03    3.8338020020E+03    2.6680203247E+02    5.3333368152E-02    3.1429883839E-15    1.5385769612E-01
    1.5412500000E+03    1.7454326172E+03    4.4434995319E-03    1.5541097412E+03    8.4181030273E+02    1.9131835938E+02    6.5076671541E-02    3.1429883839E-15    1.5385769612E-01
    1.5535000000E+03    2.0381114502E+03    4.4434995319E-03    1.8208319092E+03    1.0114804688E+03    2.1727496338E+02    8.6159482598E-02    3.1429883839E-15    1.5385769612E-01
    1.5657500000E+03    2.3715859375E+03    4.4434995319E-03    2.1980546875E+03    1.7529523926E+03    1.7352702332E+02    1.1341618001E-01    3.1429883839E-15    1.5385769612E-01
    1.5780000000E+03    2.6723712158E+02    4.4434995319E-03    1.2167115926E-10    1.7912765625E+04    2.6723266602E+02    1.4425124042E-02    3.1429883839E-15    1.5385769612E-01
    1.5902500000E+03    1.5698918152E+02    4.4434995319E-03    1.2453801879E-10    3.4981271973E+03    1.5698472595E+02    9.5441266894E-03    3.1429883839E-15    1.5385769612E-01
    1.6025000000E+03    2.3945046997E+02    4.4434995319E-03    1.2744956479E-10    3.3661578125E+04    2.3944601440E+02    1.6361145303E-02    3.1429883839E-15    1.5385769612E-01
    1.6147500000E+03    1.8405476379E+02    4.4434995319E-03    1.3040614422E-10    4.1829886719E+04    1.8405030823E+02    1.4104912058E-02    3.1429883839E-15    1.5385769612E-01
    1.6270000000E+03    2.3598774719E+02    4.4434995319E-03    1.3340809013E-10    2.4701117188E+04    2.3598330688E+02    2.0242527127E-02    3.1429883839E-15    1.5385769612E-01
    1.6392500000E+03    2.5922097778E+02    4.4434995319E-03    1.3645576336E-10    1.4382194336E+04    2.5921652222E+02    2.4839241058E-02    3.1429883839E-15    1.5385769612E-01
    1.6515000000E+03    2.6136108398E+02    4.4434995319E-03    1.3954951084E-10    5.8615219727E+03    2.6135665894E+02    2.7923125774E-02    3.1429883839E-15    1.5385769612E-01
    1.6637500000E+03    2.2059469604E+02    4.4434995319E-03    1.4268965176E-10    3.5077194214E+02    2.2059025574E+02    2.6227308437E-02    3.1429883839E-15    1.5385769612E-01
    1.6760000000E+03    1.7674766541E+02    4.4434995319E-03    1.4587656083E-10    1.1652484131E+03    1.7674320984E+02    2.3342536762E-02    3.1429883839E-15    1.5385769612E-01
    1.6882500000E+03    2.0618641663E+02    4.4434995319E-03    1.4911055723E-10    2.3583564453E+03    2.0618196106E+02    3.0193476006E-02    3.1429883839E-15    1.5385769612E-01
    1.7005000000E+03    2.7533557129E+02    4.4434995319E-03    1.5239201567E-10    5.5539106445E+03    2.7533111572E+02    4.4628463686E-02    3.1429883839E-15    1.5385769612E-01
    1.7127500000E+03    1.5350680542E+02    4.4434995319E-03    1.5572125533E-10    6.3491591797E+03    1.5350236511E+02    2.7492880821E-02    3.1429883839E-15    1.5385769612E-01
    1.7250000000E+03    1.8107844543E+02    4.4434995319E-03    1.5909865092E-10    4.0351867676E+02    1.8107398987E+02    3.5775095224E-02    3.1429883839E-15    1.5385769612E-01
    1.7372500000E+03    1.3664012146E+02    4.4434995319E-03    1.6252452162E-10    2.1393287659E+02    1.3663568115E+02    2.9730057344E-02    3.1429883839E-15    1.5385769612E-01
    1.7495000000E+03    1.3576066589E+02    4.4434995319E-03    1.6599921437E-10    1.3081651367E+04    1.3575622559E+02    3.2478902489E-02    3.1429883839E-15    1.5385769612E-01
    1.7617500000E+03    1.2413490295E+02    4.4434995319E-03    1.6952310389E-10    3.7125671387E+03    1.2413046265E+02    3.2602310181E-02    3.1429883839E-15    1.5385769612E-01
    1.7740000000E+03    1.7793801880E+02    4.4434995319E-03    1.7309649547E-10    9.3883764648E+02    1.7793356323E+02    5.1225908101E-02    3.1429883839E-15    1.5385769612E-01
    1.7862500000E+03    9.6740203857E+01    4.4434995319E-03    1.7671974994E-10    3.7446774292E+02    9.6735763550E+01    3.0480945483E-02    3.1429883839E-15    1.5385769612E-01
    1.7985000000E+03    8.9796470642E+01    4.4434995319E-03    1.8039322813E-10    2.1204360352E+03    8.9792030334E+01    3.0920797959E-02    3.1429883839E-15    1.5385769612E-01
    1.8107500000E+03    9.6155014038E+01    4.4434995319E-03    1.8411726310E-10    1.9060554199E+03    9.6150573730E+01    3.6133654416E-02    3.1429883839E-15    1.5385769612E-01
    1.8230000000E+03    7.0375915527E+01    4.4434995319E-03    1.8789220180E-10    3.6460824585E+02    7.0371475220E+01    2.8819914907E-02    3.1429883839E-15    1.5385769612E-01
    1.8352500000E+03    8.8242950439E+01    4.4434995319E-03    1.9171837728E-10    7.1883285522E+01    8.8238502502E+01    3.9327114820E-02    3.1429883839E-15    1.5385769612E-01
    1.8475000000E+03    6.5226257324E+01    4.4434995319E-03    1.9559615039E-10    8.2639030457E+01    6.5221817017E+01    3.1592145562E-02    3.1429883839E-15    1.5385769612E-01
    1.8597500000E+03    5.1267974854E+01    4.4434995319E-03    1.9952588193E-10    1.2458194733E+01    5.1263534546E+01    2.6950934902E-02    3.1429883839E-15    1.5385769612E-01
    1.8720000000E+03    9.7386253357E+01    4.4434995319E-03    2.0350789109E-10    2.1450408936E+01    9.7381805420E+01    5.5495880544E-02    3.1429883839E-15    1.5385769612E-01
    1.8842500000E+03    7.8152473450E+01    4.4434995319E-03    2.0754251095E-10    2.7629802704E+01    7.8148033142E+01    4.8213515431E-02    3.1429883839E-15    1.5385769612E-01
    1.8965000000E+03    1.0454428101E+02    4.4434995319E-03    2.1163013009E-10    2.3954331970E+02    1.0453984070E+02    6.9736786187E-02    3.1429883839E-15    1.5385769612E-01
    1.9087500000E+03    6.1190235138E+01    4.4434995319E-03    2.1577105380E-10    3.4158584595E+02    6.1185794830E+01    4.4079083949E-02    3.1429883839E-15    1.5385769612E-01
    1.9210000000E+03    1.1693260956E+02    4.4434995319E-03    2.1996565680E-10    5.7956976318E+02    1.1692816925E+02    9.0862803161E-02    3.1429883839E-15    1.5385769612E-01
    1.9332500000E+03    8.3682716370E+01    4.4434995319E-03    2.2421425827E-10    2.0296350098E+02    8.3678276062E+01    7.0058099926E-02    3.1429883839E-15    1.5385769612E-01
    1.9455000000E+03    7.4179901123E+01    4.4434995319E-03    2.2851724679E-10    2.2413020325E+02    7.4175460815E+01    6.6832594573E-02    3.1429883839E-15    1.5385769612E-01
    1.9577500000E+03    2.9499320984E+01    4.4434995319E-03    2.3287491380E-10    5.4608646393E+01    2.9494876862E+01    2.8567403555E-02    3.1429883839E-15    1.5385769612E-01
    1.9700000000E+03    8.2512184143E+01    4.4434995319E-03    2.3728763399E-10    3.4687377930E+01    8.2507743835E+01    8.5810072720E-02    3.1429883839E-15    1.5385769612E-01
    1.9822500000E+03    6.5634788513E+01    4.4434995319E-03    2.4175575430E-10    3.6572383881E+01    6.5630348206E+01    7.3215045035E-02    3.1429883839E-15    1.5385769612E-01
    1.9945000000E+03    4.0083049774E+01    4.4434995319E-03    2.4627960782E-10    1.8400548935E+01    4.0078609467E+01    4.7907363623E-02    3.1429883839E-15    1.5385769612E-01
    2.0067500000E+03    8.9005577087E+01    4.4434995319E-03    2.5085955535E-10    9.5653518677E+01    8.9001136780E+01    1.1387538910E-01    3.1429883839E-15    1.5385769612E-01
    2.0190000000E+03    1.2153353119E+02    4.4434995319E-03    2.5549592997E-10    4.0660343170E+01    1.2152908325E+02    1.6627186537E-01    3.1429883839E-15    1.5385769612E-01
    2.0312500000E+03    1.0892000580E+02    4.4434995319E-03    2.6018906474E-10    3.2177787109E+04    1.0891556549E+02    1.5918444097E-01    3.1429883839E-15    1.5385769612E-01
    2.0435000000E+03    9.3278503418E+01    4.4434995319E-03    2.6493934824E-10    9.0831962585E+01    9.3274063110E+01    1.4548557997E-01    3.1429883839E-15    1.5385769612E-01
    2.0557500000E+03    1.2064862823E+02    4.4434995319E-03    2.6974708578E-10    2.3447690430E+03    1.2064418793E+02    2.0063106716E-01    3.1429883839E-15    1.5385769612E-01
    2.0680000000E+03    1.2999156189E+02    4.4434995319E-03    2.7461263818E-10    1.9648136719E+04    1.2998712158E+02    2.3025918007E-01    3.1429883839E-15    1.5385769612E-01
    2.0802500000E+03    8.2366683960E+01    4.4434995319E-03    2.7953636628E-10    7.6070518494E+01    8.2362243652E+01    1.5526354313E-01    3.1429883839E-15    1.5385769612E-01
    2.0925000000E+03    1.0016114044E+02    4.4434995319E-03    2.8451860312E-10    7.5452262878E+01    1.0015670013E+02    2.0074902475E-01    3.1429883839E-15    1.5385769612E-01
    2.1047500000E+03    1.0889161682E+02    4.4434995319E-03    2.8955965403E-10    9.9655563354E+01    1.0888717651E+02    2.3184454441E-01    3.1429883839E-15    1.5385769612E-01
    2.1170000000E+03    9.7950073242E+01    4.4434995319E-03    2.9465990758E-10    2.7337648392E+01    9.7945632935E+01    2.2134707868E-01    3.1429883839E-15    1.5385769612E-01
    2.1292500000E+03    1.3044061279E+02    4.4434995319E-03    2.9981969685E-10    8.2942431641E+03    1.3043617249E+02    3.1259649992E-01    3.1429883839E-15    1.5385769612E-01
    2.1415000000E+03    2.4354212952E+02    4.4434995319E-03    3.0503941040E-10    4.1160140991E+02    2.4353768921E+02    6.1842226982E-01    3.1429883839E-15    1.5385769612E-01
    2.1537500000E+03    1.1789057159E+02    4.4434995319E-03    3.1031932579E-10    1.0668338776E+02    1.1788613129E+02    3.1692522764E-01    3.1429883839E-15    1.5385769612E-01
    2.1660000000E+03    5.5643024445E+01    4.4434995319E-03    3.1565983161E-10    2.3564997559E+03    5.5638580322E+01    1.5823188424E-01    3.1429883839E-15    1.5385769612E-01
    2.1782500000E+03    1.0470287323E+02    4.4434995319E-03    3.2106123316E-10    2.4476215820E+03    1.0469843292E+02    3.1472921371E-01    3.1429883839E-15    1.5385769612E-01
    2.1905000000E+03    1.3039303589E+02    4.4434995319E-03    3.2652391901E-10    8.5709417725E+02    1.3038859558E+02    4.1397744417E-01    3.1429883839E-15    1.5385769612E-01
    2.2027500000E+03    9.3176078796E+01    4.4434995319E-03    3.3204822225E-10    1.1728400879E+03    9.3171638489E+01    3.1219667196E-01    3.1429883839E-15    1.5385769612E-01
    2.2150000000E+03    1.0367606354E+02    4.4434995319E-03    3.3763450369E-10    5.2492353516E+03    1.0367161560E+02    3.6634063721E-01    3.1429883839E-15    1.5385769612E-01
    2.2272500000E+03    1.5361012268E+02    4.4434995319E-03    3.4328306864E-10    9.0076826172E+03    1.5360568237E+02    5.7199496031E-01    3.1429883839E-15    1.5385769612E-01
    2.2395000000E+03    1.0956492615E+02    4.4434995319E-03    3.4899427792E-10    6.9455090332E+02    1.0956048584E+02    4.2961871624E-01    3.1429883839E-15    1.5385769612E-01
    2.2517500000E+03    1.2272408295E+02    4.4434995319E-03    3.5476852012E-10    1.1818041992E+02    1.2271964264E+02    5.0638151169E-01    3.1429883839E-15    1.5385769612E-01
    2.2640000000E+03    1.5309161377E+02    4.4434995319E-03    3.6060604502E-10    1.0634560547E+03    1.5308717346E+02    6.6425156593E-01    3.1429883839E-15    1.5385769612E-01
    2.2762500000E+03    1.1776705170E+02    4.4434995319E-03    3.6650726898E-10    2.0360064697E+03    1.1776261139E+02    5.3694778681E-01    3.1429883839E-15    1.5385769612E-01
    2.2885000000E+03    9.9816970825E+01    4.4434995319E-03    3.7247255280E-10    1.2766060791E+03    9.9812530518E+01    4.7791048884E-01    3.1429883839E-15    1.5385769612E-01
    2.3007500000E+03    1.1916085815E+02    4.4434995319E-03    3.7850220180E-10    1.6776494141E+03    1.1915641785E+02    5.9872424603E-01    3.1429883839E-15    1.5385769612E-01
    2.3130000000E+03    1.7211788940E+02    4.4434995319E-03    3.8459654905E-10    1.8717430420E+03    1.7211343384E+02    9.0695983171E-01    3.1429883839E-15    1.5385769612E-01
    2.3252500000E+03    1.2194306946E+02    4.4434995319E-03    3.9075598313E-10    3.2309282227E+03    1.2193862915E+02    6.7344051600E-01    3.1429883839E-15    1.5385769612E-01
    2.3375000000E+03    1.1790129852E+02    4.4434995319E-03    3.9698083709E-10    7.8855283203E+03    1.1789685822E+02    6.8197792768E-01    3.1429883839E-15    1.5385769612E-01
    2.3497500000E+03    1.4568669128E+02    4.4434995319E-03    4.0327147177E-10    3.6499211426E+03    1.4568225098E+02    8.8209432364E-01    3.1429883839E-15    1.5385769612E-01
