#     wavelength(A)    kappa_tot (cm2/g)     kappa_es (cm2/g)   kappa_bf+ff (cm2/g)      dummy          kappa_bb (cm2/g)        dummy               rho                 v/c              
# t = 5.5 days
    8.0625000000E+02    1.3798880859E+04    9.0605300905E-04    1.3492311523E+04    1.9036408691E+03    3.0656961060E+02    8.2147062778E-26    2.8011914255E-16    1.5385769612E-01
    8.1850000000E+02    1.3965760742E+04    9.0605300905E-04    1.3322500000E+04    3.5742441406E+03    6.4326000977E+02    2.5294307236E-25    2.8011914255E-16    1.5385769612E-01
    8.3075000000E+02    1.3769242188E+04    9.0605300905E-04    1.3155656250E+04    1.2241507568E+03    6.1358502197E+02    7.3322185532E-25    2.8011914255E-16    1.5385769612E-01
    8.4300000000E+02    1.4096142578E+04    9.0605300905E-04    1.2991702148E+04    2.0620017090E+03    1.1044399414E+03    2.1360379189E-24    2.8011914255E-16    1.5385769612E-01
    8.5525000000E+02    1.3352205078E+04    9.0605300905E-04    1.2830566406E+04    3.3237088013E+02    5.2163830566E+02    5.5806106972E-24    2.8011914255E-16    1.5385769612E-01
    8.6750000000E+02    1.3024129883E+04    9.0605300905E-04    1.2672187500E+04    1.1515627441E+03    3.5194116211E+02    1.4572009035E-23    2.8011914255E-16    1.5385769612E-01
    8.7975000000E+02    1.2619634766E+04    9.0605300905E-04    1.2516507812E+04    6.7015093994E+02    1.0312606049E+02    3.6731077153E-23    2.8011914255E-16    1.5385769612E-01
    8.9200000000E+02    1.2437162109E+04    9.0605300905E-04    1.2363474609E+04    2.3478239059E+01    7.3686630249E+01    9.1626257250E-23    2.8011914255E-16    1.5385769612E-01
    9.0425000000E+02    1.2302367188E+04    9.0605300905E-04    1.2213046875E+04    5.1520031738E+02    8.9319206238E+01    2.2345369927E-22    2.8011914255E-16    1.5385769612E-01
    9.1650000000E+02    1.2182223633E+04    9.0605300905E-04    1.2065185547E+04    1.1077647461E+04    1.1703697968E+02    5.3196164927E-22    2.8011914255E-16    1.5385769612E-01
    9.2875000000E+02    1.2075604492E+04    9.0605300905E-04    1.1919861328E+04    4.5675503906E+04    1.5574211121E+02    1.2374093869E-21    2.8011914255E-16    1.5385769612E-01
    9.4100000000E+02    1.1985292969E+04    9.0605300905E-04    1.1777049805E+04    4.4277866211E+03    2.0824137878E+02    2.8159039528E-21    2.8011914255E-16    1.5385769612E-01
    9.5325000000E+02    1.2676551758E+04    9.0605300905E-04    1.1636735352E+04    1.2687002930E+04    1.0398157959E+03    6.6779809503E-21    2.8011914255E-16    1.5385769612E-01
    9.6550000000E+02    1.1980957031E+04    9.0605300905E-04    1.1498907227E+04    4.9765898438E+03    4.8204882812E+02    1.3851486708E-20    2.8011914255E-16    1.5385769612E-01
    9.7775000000E+02    1.1713748047E+04    9.0605300905E-04    1.1363567383E+04    1.0604384766E+04    3.5018020630E+02    2.9114172622E-20    2.8011914255E-16    1.5385769612E-01
    9.9000000000E+02    1.1462228516E+04    9.0605300905E-04    1.1230719727E+04    2.3907121277E+02    2.3150784302E+02    6.0043095498E-20    2.8011914255E-16    1.5385769612E-01
    1.0022500000E+03    1.1344786133E+04    9.0605300905E-04    1.1100383789E+04    1.4618478394E+02    2.4440141296E+02    1.2287956700E-19    2.8011914255E-16    1.5385769612E-01
    1.0145000000E+03    1.1426077148E+04    9.0605300905E-04    1.0972583008E+04    2.0954509277E+03    4.5349298096E+02    2.5123499211E-19    2.8011914255E-16    1.5385769612E-01
    1.0267500000E+03    1.1509219727E+04    9.0605300905E-04    1.0847352539E+04    1.7977683594E+04    6.6186602783E+02    5.0469659933E-19    2.8011914255E-16    1.5385769612E-01
    1.0390000000E+03    1.1496271484E+04    9.0605300905E-04    1.0724740234E+04    5.9790332031E+03    7.7153027344E+02    9.8837681404E-19    2.8011914255E-16    1.5385769612E-01
    1.0512500000E+03    1.1286911133E+04    9.0605300905E-04    1.0601262695E+04    8.8652021484E+03    6.8564776611E+02    1.8713964606E-18    2.8011914255E-16    1.5385769612E-01
    1.0635000000E+03    1.1329169922E+04    9.0605300905E-04    1.0484036133E+04    1.1968209961E+04    8.4513262939E+02    3.5654156194E-18    2.8011914255E-16    1.5385769612E-01
    1.0757500000E+03    1.1283202148E+04    9.0605300905E-04    1.0369644531E+04    6.6704093750E+04    9.1355737305E+02    6.6374730110E-18    2.8011914255E-16    1.5385769612E-01
    1.0880000000E+03    1.1305682617E+04    9.0605300905E-04    1.0258188477E+04    6.3366933594E+03    1.0474931641E+03    1.2248754026E-17    2.8011914255E-16    1.5385769612E-01
    1.1002500000E+03    1.0895761719E+04    9.0605300905E-04    1.0149790039E+04    2.2401479492E+03    7.4597076416E+02    2.1432023024E-17    2.8011914255E-16    1.5385769612E-01
    1.1125000000E+03    1.1166688477E+04    9.0605300905E-04    1.0044587891E+04    1.2258589844E+04    1.1221002197E+03    3.9331058390E-17    2.8011914255E-16    1.5385769612E-01
    1.1247500000E+03    1.0660611328E+04    9.0605300905E-04    9.9427451172E+03    1.6312722168E+03    7.1786517334E+02    6.6342889447E-17    2.8011914255E-16    1.5385769612E-01
    1.1370000000E+03    1.0764682617E+04    9.0605300905E-04    9.8444492188E+03    1.6719562500E+04    9.2023278809E+02    1.1684266289E-16    2.8011914255E-16    1.5385769612E-01
    1.1492500000E+03    1.0982360352E+04    9.0605300905E-04    9.7499160156E+03    1.6997509766E+04    1.2324422607E+03    2.0533068611E-16    2.8011914255E-16    1.5385769612E-01
    1.1615000000E+03    1.1337723633E+04    9.0605300905E-04    9.6593964844E+03    1.9190197266E+04    1.6783250732E+03    3.6073441805E-16    2.8011914255E-16    1.5385769612E-01
    1.1737500000E+03    1.0855801758E+04    9.0605300905E-04    9.5731757812E+03    7.6196738281E+03    1.2826247559E+03    5.8095242289E-16    2.8011914255E-16    1.5385769612E-01
    1.1860000000E+03    1.0912664062E+04    9.0605300905E-04    9.4915839844E+03    1.1555110352E+04    1.4210798340E+03    9.7118246045E-16    2.8011914255E-16    1.5385769612E-01
    1.1982500000E+03    1.0825664062E+04    9.0605300905E-04    9.4149980469E+03    6.6786059570E+03    1.4106649170E+03    1.5846909652E-15    2.8011914255E-16    1.5385769612E-01
    1.2105000000E+03    1.0890079102E+04    9.0605300905E-04    9.3438544922E+03    2.0212998047E+04    1.5462243652E+03    2.5942855228E-15    2.8011914255E-16    1.5385769612E-01
    1.2227500000E+03    1.0880110352E+04    9.0605300905E-04    9.2786542969E+03    1.7725419922E+04    1.6014548340E+03    4.1747958511E-15    2.8011914255E-16    1.5385769612E-01
    1.2350000000E+03    1.0324721680E+04    9.0605300905E-04    9.2199794922E+03    5.4972998047E+03    1.1047414551E+03    6.3175732142E-15    2.8011914255E-16    1.5385769612E-01
    1.2472500000E+03    1.0712139648E+04    9.0605300905E-04    9.1684990234E+03    1.8346109375E+04    1.5436403809E+03    1.0351511721E-14    2.8011914255E-16    1.5385769612E-01
    1.2595000000E+03    1.0526072266E+04    9.0605300905E-04    9.1249902344E+03    9.9317490234E+03    1.4010809326E+03    1.5913318094E-14    2.8011914255E-16    1.5385769612E-01
    1.2717500000E+03    1.0275788086E+04    9.0605300905E-04    9.0903593750E+03    1.2448716797E+04    1.1854273682E+03    2.4082879720E-14    2.8011914255E-16    1.5385769612E-01
    1.2840000000E+03    1.0291223633E+04    9.0605300905E-04    9.0656621094E+03    5.5660751953E+03    1.2255603027E+03    3.7060161390E-14    2.8011914255E-16    1.5385769612E-01
    1.2962500000E+03    1.0907041016E+04    9.0605300905E-04    9.0521367188E+03    1.8266435547E+04    1.8549033203E+03    5.9834813970E-14    2.8011914255E-16    1.5385769612E-01
    1.3085000000E+03    1.0688748047E+04    9.0605300905E-04    9.0512392578E+03    2.5421175781E+04    1.6375075684E+03    8.8582461678E-14    2.8011914255E-16    1.5385769612E-01
    1.3207500000E+03    1.0967662109E+04    9.0605300905E-04    9.0646933594E+03    3.1168816406E+04    1.9029675293E+03    1.3620068886E-13    2.8011914255E-16    1.5385769612E-01
    1.3330000000E+03    1.0805156250E+04    9.0605300905E-04    9.0945429688E+03    1.7615894531E+04    1.7106126709E+03    1.9948523085E-13    2.8011914255E-16    1.5385769612E-01
    1.3452500000E+03    1.0915616211E+04    9.0605300905E-04    9.1432343750E+03    4.7831391602E+03    1.7723808594E+03    2.9730907948E-13    2.8011914255E-16    1.5385769612E-01
    1.3575000000E+03    1.1193755859E+04    9.0605300905E-04    9.2137060547E+03    1.3180766602E+04    1.9800490723E+03    4.4645141533E-13    2.8011914255E-16    1.5385769612E-01
    1.3697500000E+03    1.1433051758E+04    9.0605300905E-04    9.3095146484E+03    9.5276191406E+03    2.1235368652E+03    6.6289714603E-13    2.8011914255E-16    1.5385769612E-01
    1.3820000000E+03    1.1385959961E+04    9.0605300905E-04    9.4349951172E+03    5.7270332031E+04    1.9509639893E+03    9.5295451218E-13    2.8011914255E-16    1.5385769612E-01
    1.3942500000E+03    1.1266929688E+04    9.0605300905E-04    9.5954775391E+03    3.0043435059E+03    1.6714523926E+03    1.3518932068E-12    2.8011914255E-16    1.5385769612E-01
    1.4065000000E+03    1.1477284180E+04    9.0605300905E-04    9.7975644531E+03    1.4547020508E+04    1.6797191162E+03    1.9611267905E-12    2.8011914255E-16    1.5385769612E-01
    1.4187500000E+03    1.1066200195E+04    9.0605300905E-04    1.0049529297E+04    1.7798499756E+03    1.0166704102E+03    2.6752684269E-12    2.8011914255E-16    1.5385769612E-01
    1.4310000000E+03    1.2190534180E+04    9.0605300905E-04    1.0361837891E+04    9.5684560547E+03    1.8286960449E+03    4.1432460761E-12    2.8011914255E-16    1.5385769612E-01
    1.4432500000E+03    1.2075264648E+04    9.0605300905E-04    1.0747897461E+04    1.2947512695E+04    1.3273660889E+03    5.7343262083E-12    2.8011914255E-16    1.5385769612E-01
    1.4555000000E+03    1.2333339844E+04    9.0605300905E-04    1.1225115234E+04    1.6343239258E+04    1.1082231445E+03    8.1343369540E-12    2.8011914255E-16    1.5385769612E-01
    1.4677500000E+03    1.3392266602E+04    9.0605300905E-04    1.1816430664E+04    1.3820131836E+04    1.5758352051E+03    1.2195686301E-11    2.8011914255E-16    1.5385769612E-01
    1.4800000000E+03    1.3757556641E+04    9.0605300905E-04    1.2552597656E+04    7.2736533203E+03    1.2049576416E+03    1.7199819694E-11    2.8011914255E-16    1.5385769612E-01
    1.4922500000E+03    1.4264154297E+04    9.0605300905E-04    1.3475658203E+04    9.9800708008E+02    7.8849468994E+02    2.4346767658E-11    2.8011914255E-16    1.5385769612E-01
    1.5045000000E+03    1.5794358398E+04    9.0605300905E-04    1.4644383789E+04    1.2963280029E+03    1.1499731445E+03    3.6606037646E-11    2.8011914255E-16    1.5385769612E-01
    1.5167500000E+03    1.7042294922E+04    9.0605300905E-04    1.6143083984E+04    2.4673041992E+03    8.9920947266E+02    5.3350147217E-11    2.8011914255E-16    1.5385769612E-01
    1.5290000000E+03    1.8984595703E+04    9.0605300905E-04    1.8096464844E+04    1.0082364258E+04    8.8812994385E+02    7.9858973601E-11    2.8011914255E-16    1.5385769612E-01
    1.5412500000E+03    2.1383132812E+04    9.0605300905E-04    2.0695796875E+04    4.5004910278E+02    6.8733538818E+02    1.2025999641E-10    2.8011914255E-16    1.5385769612E-01
    1.5535000000E+03    2.5092498047E+04    9.0605300905E-04    2.4247664062E+04    9.3479023438E+03    8.4483477783E+02    1.8775309085E-10    2.8011914255E-16    1.5385769612E-01
    1.5657500000E+03    3.0154755859E+04    9.0605300905E-04    2.9271037109E+04    4.2403945312E+04    8.8371850586E+02    2.9875110719E-10    2.8011914255E-16    1.5385769612E-01
    1.5780000000E+03    9.3103204346E+02    9.0605300905E-04    1.9448736310E-01    1.9837482422E+04    9.3083666992E+02    1.2156130269E-11    2.8011914255E-16    1.5385769612E-01
    1.5902500000E+03    9.0062268066E+02    9.0605300905E-04    2.0103722811E-01    8.5867421875E+03    9.0042071533E+02    1.5426453517E-11    2.8011914255E-16    1.5385769612E-01
    1.6025000000E+03    1.7441695557E+03    9.0605300905E-04    2.0773227513E-01    6.8442416992E+03    1.7439609375E+03    3.9018132475E-11    2.8011914255E-16    1.5385769612E-01
    1.6147500000E+03    1.3292943115E+03    9.0605300905E-04    2.1457342803E-01    2.1595421875E+04    1.3290788574E+03    3.8668766106E-11    2.8011914255E-16    1.5385769612E-01
    1.6270000000E+03    1.5646060791E+03    9.0605300905E-04    2.2156165540E-01    1.5440625000E+04    1.5643836670E+03    5.8932733693E-11    2.8011914255E-16    1.5385769612E-01
    1.6392500000E+03    1.2868482666E+03    9.0605300905E-04    2.2869783640E-01    2.7952654297E+04    1.2866186523E+03    6.2500678244E-11    2.8011914255E-16    1.5385769612E-01
    1.6515000000E+03    1.2334376221E+03    9.0605300905E-04    2.3598286510E-01    1.2488431641E+04    1.2332006836E+03    7.6933452664E-11    2.8011914255E-16    1.5385769612E-01
    1.6637500000E+03    7.1260870361E+02    9.0605300905E-04    2.4341763556E-01    5.2476648438E+04    7.1236437988E+02    5.6854434355E-11    2.8011914255E-16    1.5385769612E-01
    1.6760000000E+03    6.5246746826E+02    9.0605300905E-04    2.5100296736E-01    1.2524334717E+03    6.5221551514E+02    6.6328643966E-11    2.8011914255E-16    1.5385769612E-01
    1.6882500000E+03    8.7900476074E+02    9.0605300905E-04    2.5873968005E-01    5.5075605469E+03    8.7874511719E+02    1.1342638634E-10    2.8011914255E-16    1.5385769612E-01
    1.7005000000E+03    6.7035162354E+02    9.0605300905E-04    2.6662862301E-01    1.0739175781E+04    6.7008404541E+02    1.0939404937E-10    2.8011914255E-16    1.5385769612E-01
    1.7127500000E+03    5.5288623047E+02    9.0605300905E-04    2.7467057109E-01    1.6777859375E+04    5.5261065674E+02    1.1368902347E-10    2.8011914255E-16    1.5385769612E-01
    1.7250000000E+03    5.5509655762E+02    9.0605300905E-04    2.8286626935E-01    1.1109672546E+02    5.5481280518E+02    1.4331813514E-10    2.8011914255E-16    1.5385769612E-01
    1.7372500000E+03    7.7507971191E+02    9.0605300905E-04    2.9121652246E-01    2.9545892334E+02    7.7478753662E+02    2.5039201268E-10    2.8011914255E-16    1.5385769612E-01
    1.7495000000E+03    8.7487927246E+02    9.0605300905E-04    2.9972201586E-01    1.4950645752E+03    8.7457861328E+02    3.5244199226E-10    2.8011914255E-16    1.5385769612E-01
    1.7617500000E+03    7.2694268799E+02    9.0605300905E-04    3.0838349462E-01    4.7737045898E+03    7.2663342285E+02    3.6396594072E-10    2.8011914255E-16    1.5385769612E-01
    1.7740000000E+03    1.1111325684E+03    9.0605300905E-04    3.1720164418E-01    4.9266015625E+02    1.1108144531E+03    6.8918243334E-10    2.8011914255E-16    1.5385769612E-01
    1.7862500000E+03    8.0559075928E+02    9.0605300905E-04    3.2617712021E-01    7.5636657715E+02    8.0526367188E+02    6.1703053778E-10    2.8011914255E-16    1.5385769612E-01
    1.7985000000E+03    5.4108477783E+02    9.0605300905E-04    3.3531063795E-01    1.8256024170E+02    5.4074853516E+02    5.1018383962E-10    2.8011914255E-16    1.5385769612E-01
    1.8107500000E+03    7.4469445801E+02    9.0605300905E-04    3.4460282326E-01    4.0174340820E+03    7.4434899902E+02    8.6175316882E-10    2.8011914255E-16    1.5385769612E-01
    1.8230000000E+03    4.6792568970E+02    9.0605300905E-04    3.5405427217E-01    3.3442805176E+03    4.6757073975E+02    6.6256078401E-10    2.8011914255E-16    1.5385769612E-01
    1.8352500000E+03    4.9035256958E+02    9.0605300905E-04    3.6366561055E-01    5.6449462891E+02    4.8998800659E+02    8.4709039783E-10    2.8011914255E-16    1.5385769612E-01
    1.8475000000E+03    5.1125299072E+02    9.0605300905E-04    3.7343746424E-01    3.3869213867E+02    5.1087866211E+02    1.0744437562E-09    2.8011914255E-16    1.5385769612E-01
    1.8597500000E+03    1.1503514404E+03    9.0605300905E-04    3.8337033987E-01    1.7796130371E+03    1.1499671631E+03    2.9328146578E-09    2.8011914255E-16    1.5385769612E-01
    1.8720000000E+03    1.0445545654E+03    9.0605300905E-04    3.9346486330E-01    8.8571881104E+02    1.0441601562E+03    3.2217737367E-09    2.8011914255E-16    1.5385769612E-01
    1.8842500000E+03    1.6871976318E+03    9.0605300905E-04    4.0372154117E-01    4.9734541016E+03    1.6867929688E+03    6.2786744692E-09    2.8011914255E-16    1.5385769612E-01
    1.8965000000E+03    1.1011990967E+03    9.0605300905E-04    4.1414090991E-01    8.5211889648E+02    1.1007840576E+03    4.9312518513E-09    2.8011914255E-16    1.5385769612E-01
    1.9087500000E+03    1.3230295410E+03    9.0605300905E-04    4.2472353578E-01    2.9354785156E+03    1.3226038818E+03    7.1108994248E-09    2.8011914255E-16    1.5385769612E-01
    1.9210000000E+03    1.4573754883E+03    9.0605300905E-04    4.3546980619E-01    1.3537177734E+04    1.4569390869E+03    9.3774890075E-09    2.8011914255E-16    1.5385769612E-01
    1.9332500000E+03    1.2848400879E+03    9.0605300905E-04    4.4638025761E-01    9.9015244141E+03    1.2843928223E+03    9.8728429876E-09    2.8011914255E-16    1.5385769612E-01
    1.9455000000E+03    1.4244819336E+03    9.0605300905E-04    4.5745536685E-01    2.7521203125E+04    1.4240235596E+03    1.3039692881E-08    2.8011914255E-16    1.5385769612E-01
    1.9577500000E+03    1.1835341797E+03    9.0605300905E-04    4.6869555116E-01    1.3735332031E+04    1.1830646973E+03    1.2875614352E-08    2.8011914255E-16    1.5385769612E-01
    1.9700000000E+03    1.2536690674E+03    9.0605300905E-04    4.8010128736E-01    2.8331101074E+03    1.2531881104E+03    1.6170613293E-08    2.8011914255E-16    1.5385769612E-01
    1.9822500000E+03    9.8967431641E+02    9.0605300905E-04    4.9167299271E-01    1.0803567383E+04    9.8918170166E+02    1.5100498629E-08    2.8011914255E-16    1.5385769612E-01
    1.9945000000E+03    1.2509774170E+03    9.0605300905E-04    5.0341099501E-01    7.7830844727E+03    1.2504731445E+03    2.2527981258E-08    2.8011914255E-16    1.5385769612E-01
    2.0067500000E+03    1.8868309326E+03    9.0605300905E-04    5.1531577110E-01    2.0430244141E+04    1.8863146973E+03    4.0014395353E-08    2.8011914255E-16    1.5385769612E-01
    2.0190000000E+03    1.4147557373E+03    9.0605300905E-04    5.2738773823E-01    2.8169974609E+04    1.4142274170E+03    3.5255734332E-08    2.8011914255E-16    1.5385769612E-01
    2.0312500000E+03    1.6553581543E+03    9.0605300905E-04    5.3962713480E-01    1.5671437500E+04    1.6548176270E+03    4.8370193184E-08    2.8011914255E-16    1.5385769612E-01
    2.0435000000E+03    2.0544270020E+03    9.0605300905E-04    1.2634219842E-12    9.1211152344E+03    2.0544260254E+03    7.0243117989E-08    2.8011914255E-16    1.5385769612E-01
    2.0557500000E+03    1.6181295166E+03    9.0605300905E-04    1.2863459213E-12    1.4830078125E+04    1.6181286621E+03    6.4604080308E-08    2.8011914255E-16    1.5385769612E-01
    2.0680000000E+03    1.3054229736E+03    9.0605300905E-04    1.3095452457E-12    6.0961796875E+03    1.3054221191E+03    6.0737121998E-08    2.8011914255E-16    1.5385769612E-01
    2.0802500000E+03    1.0060676880E+03    9.0605300905E-04    1.3322734842E-12    1.2125511475E+03    1.0060667725E+03    5.4440899788E-08    2.8011914255E-16    1.5385769612E-01
    2.0925000000E+03    1.4872570801E+03    9.0605300905E-04    1.3560188129E-12    3.9095906250E+04    1.4872562256E+03    9.3418712765E-08    2.8011914255E-16    1.5385769612E-01
    2.1047500000E+03    1.5389631348E+03    9.0605300905E-04    1.3800446246E-12    4.6466689453E+03    1.5389622803E+03    1.1199415439E-07    2.8011914255E-16    1.5385769612E-01
    2.1170000000E+03    1.4664095459E+03    9.0605300905E-04    1.4043525457E-12    8.5958673096E+02    1.4664086914E+03    1.2340315436E-07    2.8011914255E-16    1.5385769612E-01
    2.1292500000E+03    1.6758503418E+03    9.0605300905E-04    1.4289442025E-12    6.2077824219E+04    1.6758493652E+03    1.6278303860E-07    2.8011914255E-16    1.5385769612E-01
    2.1415000000E+03    1.5942801514E+03    9.0605300905E-04    1.4538213298E-12    5.5500738281E+04    1.5942792969E+03    1.7842464217E-07    2.8011914255E-16    1.5385769612E-01
    2.1537500000E+03    1.7377868652E+03    9.0605300905E-04    1.4789854454E-12    7.6327797852E+03    1.7377858887E+03    2.2368153907E-07    2.8011914255E-16    1.5385769612E-01
    2.1660000000E+03    1.7105759277E+03    9.0605300905E-04    1.5044382840E-12    2.9215839844E+03    1.7105749512E+03    2.5279013016E-07    2.8011914255E-16    1.5385769612E-01
    2.1782500000E+03    1.7693454590E+03    9.0605300905E-04    1.5301816888E-12    6.0571938477E+03    1.7693444824E+03    2.9968740023E-07    2.8011914255E-16    1.5385769612E-01
    2.1905000000E+03    1.5969370117E+03    9.0605300905E-04    1.5562169609E-12    3.7816516113E+03    1.5969361572E+03    3.0949146890E-07    2.8011914255E-16    1.5385769612E-01
    2.2027500000E+03    2.0874221191E+03    9.0605300905E-04    1.5825457264E-12    1.8210039062E+03    2.0874211426E+03    4.6212105076E-07    2.8011914255E-16    1.5385769612E-01
    2.2150000000E+03    1.7426604004E+03    9.0605300905E-04    1.6091700455E-12    1.0635636719E+04    1.7426594238E+03    4.3998178967E-07    2.8011914255E-16    1.5385769612E-01
    2.2272500000E+03    1.2827260742E+03    9.0605300905E-04    1.6360911107E-12    1.1252471924E+03    1.2827252197E+03    3.6875360365E-07    2.8011914255E-16    1.5385769612E-01
    2.2395000000E+03    1.7327894287E+03    9.0605300905E-04    1.6633109820E-12    7.1633197021E+02    1.7327884521E+03    5.6629733081E-07    2.8011914255E-16    1.5385769612E-01
    2.2517500000E+03    1.2186163330E+03    9.0605300905E-04    1.6908309605E-12    6.8939404297E+02    1.2186154785E+03    4.5205300125E-07    2.8011914255E-16    1.5385769612E-01
    2.2640000000E+03    1.4701219482E+03    9.0605300905E-04    1.7186527809E-12    1.6283758545E+03    1.4701210938E+03    6.1807065777E-07    2.8011914255E-16    1.5385769612E-01
    2.2762500000E+03    2.3401176758E+03    9.0605300905E-04    1.7467782863E-12    3.0819077148E+03    2.3401166992E+03    1.1133573707E-06    2.8011914255E-16    1.5385769612E-01
    2.2885000000E+03    1.9500698242E+03    9.0605300905E-04    1.7752089946E-12    3.0915788574E+03    1.9500688477E+03    1.0483822734E-06    2.8011914255E-16    1.5385769612E-01
    2.3007500000E+03    1.8891350098E+03    9.0605300905E-04    1.8039464237E-12    8.1246259766E+03    1.8891340332E+03    1.1459778761E-06    2.8011914255E-16    1.5385769612E-01
    2.3130000000E+03    1.6811510010E+03    9.0605300905E-04    1.8329907904E-12    1.2365025391E+04    1.6811500244E+03    1.1490664065E-06    2.8011914255E-16    1.5385769612E-01
    2.3252500000E+03    1.1923846436E+03    9.0605300905E-04    1.8623468653E-12    2.4292199219E+04    1.1923837891E+03    9.1700462690E-07    2.8011914255E-16    1.5385769612E-01
    2.3375000000E+03    9.7434838867E+02    9.0605300905E-04    1.8920145398E-12    4.9244423828E+03    9.7434753418E+02    8.4195266936E-07    2.8011914255E-16    1.5385769612E-01
    2.3497500000E+03    1.5063605957E+03    9.0605300905E-04    1.9219959825E-12    5.3810932617E+03    1.5063597412E+03    1.4606024479E-06    2.8011914255E-16    1.5385769612E-01
