1231 
   0.01 	 3.859774e+18 	 0.720000 
   0.10 	 3.849360e+18 	 0.720000 
   1.00 	 3.428314e+18 	 0.719996 
   2.00 	 8.060276e+16 	 0.719992 
   3.00 	 2.565698e+16 	 0.719988 
   4.00 	 1.407637e+16 	 0.719983 
   5.00 	 9.348612e+15 	 0.719979 
   6.00 	 6.850864e+15 	 0.719975 
   7.00 	 5.331731e+15 	 0.719971 
   8.00 	 4.321432e+15 	 0.719967 
   9.00 	 3.606611e+15 	 0.719963 
  10.00 	 3.077305e+15 	 0.719958 
  20.00 	 1.138086e+15 	 0.719917 
  30.00 	 6.521183e+14 	 0.719875 
  40.00 	 4.421299e+14 	 0.719832 
  50.00 	 3.279344e+14 	 0.719790 
  60.00 	 2.572441e+14 	 0.719748 
  70.00 	 2.096676e+14 	 0.719706 
  80.00 	 1.757147e+14 	 0.719663 
  90.00 	 1.504093e+14 	 0.719621 
 100.00 	 1.309071e+14 	 0.719578 
 200.00 	 5.271308e+13 	 0.719152 
 300.00 	 3.102915e+13 	 0.718725 
 400.00 	 2.131746e+13 	 0.718296 
 500.00 	 1.593619e+13 	 0.717866 
 600.00 	 1.256619e+13 	 0.717436 
 700.00 	 1.028011e+13 	 0.717006 
 800.00 	 8.639266e+12 	 0.716575 
 900.00 	 7.410994e+12 	 0.716145 
1000.00 	 6.461154e+12 	 0.715714 
2000.00 	 2.621825e+12 	 0.711406 
3000.00 	 1.547258e+12 	 0.707113 
3600.00 	 1.220636e+12 	 0.704548 
7203.01 	 4.953472e+11 	 0.689367 
10806.01 	 2.923335e+11 	 0.674612 
14409.02 	 2.010953e+11 	 0.660301 
18012.02 	 1.504476e+11 	 0.646438 
21615.03 	 1.186936e+11 	 0.633016 
25218.03 	 9.713601e+10 	 0.620026 
28821.04 	 8.165423e+10 	 0.607457 
32424.04 	 7.006014e+10 	 0.595297 
36027.05 	 6.109122e+10 	 0.583535 
39630.05 	 5.397121e+10 	 0.572157 
43233.06 	 4.819832e+10 	 0.561152 
46836.06 	 4.343470e+10 	 0.550506 
50439.07 	 3.944510e+10 	 0.540209 
54042.07 	 3.606099e+10 	 0.530247 
57645.08 	 3.315870e+10 	 0.520610 
61248.08 	 3.064555e+10 	 0.511287 
64851.09 	 2.845080e+10 	 0.502266 
68454.09 	 2.651961e+10 	 0.493537 
72057.10 	 2.480882e+10 	 0.485090 
75660.10 	 2.328404e+10 	 0.476915 
79263.11 	 2.191757e+10 	 0.469001 
82866.11 	 2.068685e+10 	 0.461341 
86469.12 	 1.957333e+10 	 0.453924 
90072.12 	 1.856164e+10 	 0.446742 
93675.13 	 1.763892e+10 	 0.439787 
97278.13 	 1.679436e+10 	 0.433051 
100881.14 	 1.601880e+10 	 0.426526 
104484.14 	 1.530443e+10 	 0.420204 
108087.15 	 1.464455e+10 	 0.414078 
111690.15 	 1.403340e+10 	 0.408142 
115293.16 	 1.346596e+10 	 0.402388 
118896.16 	 1.293790e+10 	 0.396809 
122499.17 	 1.244539e+10 	 0.391400 
126102.17 	 1.198511e+10 	 0.386155 
129705.18 	 1.155412e+10 	 0.381067 
133308.18 	 1.114981e+10 	 0.376131 
136911.19 	 1.076987e+10 	 0.371342 
140514.19 	 1.041225e+10 	 0.366695 
144117.20 	 1.007512e+10 	 0.362184 
147720.20 	 9.756831e+09 	 0.357804 
151323.21 	 9.455909e+09 	 0.353552 
154926.21 	 9.171028e+09 	 0.349422 
158529.22 	 8.900987e+09 	 0.345410 
162132.22 	 8.644702e+09 	 0.341512 
165735.23 	 8.401190e+09 	 0.337723 
169338.23 	 8.169556e+09 	 0.334041 
172941.24 	 7.948987e+09 	 0.330462 
176544.24 	 7.738739e+09 	 0.326981 
180147.25 	 7.538133e+09 	 0.323595 
183750.25 	 7.346548e+09 	 0.320302 
187353.26 	 7.163412e+09 	 0.317097 
190956.26 	 6.988202e+09 	 0.313977 
194559.27 	 6.820433e+09 	 0.310941 
198162.27 	 6.659661e+09 	 0.307984 
201765.28 	 6.505474e+09 	 0.305105 
205368.28 	 6.357492e+09 	 0.302300 
208971.29 	 6.215364e+09 	 0.299567 
212574.29 	 6.078762e+09 	 0.296903 
216177.30 	 5.947383e+09 	 0.294306 
219780.30 	 5.820946e+09 	 0.291775 
223383.31 	 5.699188e+09 	 0.289305 
226986.31 	 5.581865e+09 	 0.286896 
230589.32 	 5.468748e+09 	 0.284546 
234192.32 	 5.359624e+09 	 0.282252 
237795.33 	 5.254295e+09 	 0.280013 
