4  1  25 
1  0.2  1  -0.7 
1  0.2  10  -0.7 
1  0.2  100  -0.7 
1  0.2  1000  -0.7 
1  0.2  10000  -0.7 
10  0.2  1  -0.7 
10  0.2  10  -0.7 
10  0.2  100  -0.7 
10  0.2  1000  -0.7 
10  0.2  10000  -0.7 
100  0.2  1  -0.7 
100  0.2  10  -0.7 
100  0.2  100  -0.7 
100  0.2  1000  -0.7 
100  0.2  10000  -0.7 
1000  0.2  1  -0.7 
1000  0.2  10  -0.7 
1000  0.2  100  -0.7 
1000  0.2  1000  -0.7 
1000  0.2  10000  -0.7 
10000  0.2  1  -0.7 
10000  0.2  10  -0.7 
10000  0.2  100  -0.7 
10000  0.2  1000  -0.7 
10000  0.2  10000  -0.7 
