4  1  16 
100000  -0.7  10  -1 
100000  -0.7  10  -0.7 
100000  -0.7  10  -0.4 
100000  -0.7  10  -0.1 
100000  -0.4  10  -1 
100000  -0.4  10  -0.7 
100000  -0.4  10  -0.4 
100000  -0.4  10  -0.1 
100000  -0.1  10  -1 
100000  -0.1  10  -0.7 
100000  -0.1  10  -0.4 
100000  -0.1  10  -0.1 
100000  0.2  10  -1 
100000  0.2  10  -0.7 
100000  0.2  10  -0.4 
100000  0.2  10  -0.1 
