4  1  64 
10000  -1  1  -1 
10000  -1  1  -0.7 
10000  -1  1  -0.4 
10000  -1  1  -0.1 
10000  -0.7  1  -1 
10000  -0.7  1  -0.7 
10000  -0.7  1  -0.4 
10000  -0.7  1  -0.1 
10000  -0.4  1  -1 
10000  -0.4  1  -0.7 
10000  -0.4  1  -0.4 
10000  -0.4  1  -0.1 
10000  -0.1  1  -1 
10000  -0.1  1  -0.7 
10000  -0.1  1  -0.4 
10000  -0.1  1  -0.1 
