4  1  16 
1000  -0.7  100000  -1 
1000  -0.7  100000  -0.7 
1000  -0.7  100000  -0.4 
1000  -0.7  100000  -0.1 
1000  -0.4  100000  -1 
1000  -0.4  100000  -0.7 
1000  -0.4  100000  -0.4 
1000  -0.4  100000  -0.1 
1000  -0.1  100000  -1 
1000  -0.1  100000  -0.7 
1000  -0.1  100000  -0.4 
1000  -0.1  100000  -0.1 
1000  0.2  100000  -1 
1000  0.2  100000  -0.7 
1000  0.2  100000  -0.4 
1000  0.2  100000  -0.1 
