4  1  25 
1  0.2  1  -0.1 
1  0.2  10  -0.1 
1  0.2  100  -0.1 
1  0.2  1000  -0.1 
1  0.2  10000  -0.1 
10  0.2  1  -0.1 
10  0.2  10  -0.1 
10  0.2  100  -0.1 
10  0.2  1000  -0.1 
10  0.2  10000  -0.1 
100  0.2  1  -0.1 
100  0.2  10  -0.1 
100  0.2  100  -0.1 
100  0.2  1000  -0.1 
100  0.2  10000  -0.1 
1000  0.2  1  -0.1 
1000  0.2  10  -0.1 
1000  0.2  100  -0.1 
1000  0.2  1000  -0.1 
1000  0.2  10000  -0.1 
10000  0.2  1  -0.1 
10000  0.2  10  -0.1 
10000  0.2  100  -0.1 
10000  0.2  1000  -0.1 
10000  0.2  10000  -0.1 
