0.250000 	  65.021855 
0.750000 	  46.972057 
1.250000 	  18.047528 
1.750000 	  32.638962 
2.250000 	 9.982240 
2.750000 	 32.248156 
3.250000 	  21.053277 
3.750000 	 0.012500 
4.250000 	 2.977442 
4.750000 	  23.533234 
5.250000 	 12.016670 
5.750000 	 12.267055 
6.250000 	 0.020833 
6.750000 	  0.450000 
7.250000 	 0.024167 
7.750000 	 0.025833 
8.250000 	 0.390612 
8.750000 	 1.232908 
9.250000 	  6.166667 
9.750000 	 0.477279 
10.250000 	 0.034167 
10.750000 	  7.166667 
11.250000 	 0.076552 
11.750000 	 0.039167 
12.250000 	 0.040833 
12.750000 	 0.042500 
13.250000 	 0.044167 
13.750000 	 0.045833 
14.250000 	 0.047500 
14.750000 	 0.554957 
