Time 	 	 Temperature 	 	 Tau 
0.1 	 	 40564.9 	 	 	 66.9384 
0.1 	 	 55041.3 	 	 	 230.362 
0.1 	 	 48637.3 	 	 	 204.699 
0.1 	 	 130941 	 	 	 4955.54 
0.1 	 	 148354 	 	 	 30504.4 
0.1 	 	 179125 	 	 	 37105.8 
0.1 	 	 97365.6 	 	 	 5666.61 
0.1 	 	 97759.6 	 	 	 3691.78 
0.1 	 	 43958.9 	 	 	 169.412 
0.1 	 	 81637.2 	 	 	 1260.89 
0.1 	 	 45956.8 	 	 	 226.972 
0.1 	 	 94410 	 	 	 3616.54 
0.1 	 	 47804.9 	 	 	 161.72 
0.1 	 	 230544 	 	 	 95945 
0.1 	 	 182924 	 	 	 61662.3 
0.1 	 	 110660 	 	 	 9557.75 
0.1 	 	 89648.9 	 	 	 1416.15 
0.1 	 	 101137 	 	 	 5767.15 
0.1 	 	 111937 	 	 	 6897.57 
0.1 	 	 48184.9 	 	 	 202.923 
0.1 	 	 179125 	 	 	 40046 
0.1 	 	 66667.5 	 	 	 809.272 
0.1 	 	 82686.2 	 	 	 2408.8 
0.1 	 	 57330.2 	 	 	 488.313 
0.1 	 	 50163.2 	 	 	 261.891 
0.1 	 	 124598 	 	 	 15094.2 
0.1 	 	 88245.7 	 	 	 2240.45 
0.1 	 	 65717.7 	 	 	 751.82 
0.1 	 	 146563 	 	 	 24614.4 
0.1 	 	 169250 	 	 	 15412.1 
0.1 	 	 144848 	 	 	 22881.2 
0.1 	 	 81030.7 	 	 	 1466.98 
0.1 	 	 125577 	 	 	 9687.51 
0.1 	 	 74539.8 	 	 	 678.956 
0.1 	 	 46674.8 	 	 	 278.627 
0.1 	 	 116120 	 	 	 7457.88 
0.1 	 	 79677.4 	 	 	 1706.79 
0.1 	 	 55333.9 	 	 	 516.989 
0.1 	 	 104476 	 	 	 5201.87 
0.1 	 	 68512.4 	 	 	 826.725 
0.1 	 	 61466.7 	 	 	 387.874 
0.1 	 	 214418 	 	 	 112613 
0.1 	 	 55235.7 	 	 	 318.269 
0.1 	 	 148354 	 	 	 28274 
0.1 	 	 58798.4 	 	 	 121.483 
0.1 	 	 56039.5 	 	 	 278.105 
0.1 	 	 52639.4 	 	 	 348.672 
0.1 	 	 57785.3 	 	 	 519.025 
0.1 	 	 39413 	 	 	 135.379 
0.1 	 	 59618.8 	 	 	 803.019 
0.1 	 	 221946 	 	 	 102889 
0.1 	 	 84472.8 	 	 	 2927.18 
0.1 	 	 201782 	 	 	 103615 
0.1 	 	 166372 	 	 	 48469.2 
0.1 	 	 138657 	 	 	 22582.2 
0.1 	 	 39788.5 	 	 	 89.8785 
0.1 	 	 123645 	 	 	 10723.1 
0.1 	 	 110660 	 	 	 6327.67 
0.1 	 	 108258 	 	 	 5382.29 
0.1 	 	 158705 	 	 	 25634 
0.1 	 	 53440.3 	 	 	 113.377 
0.1 	 	 130941 	 	 	 18469.2 
0.1 	 	 63708.1 	 	 	 260.316 
0.1 	 	 120940 	 	 	 9311.9 
0.1 	 	 51197.7 	 	 	 99.0319 
0.1 	 	 92075.5 	 	 	 2612.31 
0.1 	 	 221946 	 	 	 106649 
0.1 	 	 81843 	 	 	 1839.1 
0.1 	 	 118440 	 	 	 12498.6 
0.1 	 	 81843 	 	 	 2679.77 
0.1 	 	 67772.9 	 	 	 799.755 
0.1 	 	 221946 	 	 	 85541.3 
0.1 	 	 39314.1 	 	 	 101.502 
0.1 	 	 154253 	 	 	 27344.3 
0.1 	 	 166372 	 	 	 28366.8 
0.1 	 	 179125 	 	 	 65574.7 
0.1 	 	 187036 	 	 	 55412.6 
0.1 	 	 88245.7 	 	 	 3008.86 
0.1 	 	 48760.6 	 	 	 135.121 
0.1 	 	 47435.7 	 	 	 261.685 
0.1 	 	 191508 	 	 	 55420.7 
0.1 	 	 221946 	 	 	 147309 
0.1 	 	 55582.2 	 	 	 376.212 
0.1 	 	 207748 	 	 	 84283 
0.1 	 	 79677.4 	 	 	 2469.75 
0.1 	 	 58433.5 	 	 	 442.952 
0.1 	 	 196399 	 	 	 84970.4 
0.1 	 	 129801 	 	 	 11265.1 
0.1 	 	 52639.4 	 	 	 342.429 
0.1 	 	 169250 	 	 	 46434.9 
0.1 	 	 146563 	 	 	 28991 
0.1 	 	 182924 	 	 	 71600.4 
0.1 	 	 58433.5 	 	 	 537.56 
0.1 	 	 111292 	 	 	 3910.7 
0.1 	 	 187036 	 	 	 78325.7 
0.1 	 	 41131.1 	 	 	 46.4105 
0.1 	 	 156421 	 	 	 26089.1 
0.1 	 	 221946 	 	 	 121512 
0.1 	 	 64210.6 	 	 	 543.692 
0.1 	 	 53013.3 	 	 	 237.907 
0.1 	 	 115383 	 	 	 8090.61 
0.1 	 	 48364 	 	 	 331.76 
0.1 	 	 50724.4 	 	 	 217.41 
0.1 	 	 39202.2 	 	 	 92.8361 
0.1 	 	 230544 	 	 	 150580 
0.1 	 	 115383 	 	 	 9481.6 
0.1 	 	 78052.8 	 	 	 1219 
0.1 	 	 108258 	 	 	 6108.98 
0.1 	 	 47463.8 	 	 	 180.975 
0.1 	 	 154253 	 	 	 31698.4 
0.1 	 	 37414.7 	 	 	 62.5447 
0.1 	 	 84942.1 	 	 	 1651.98 
0.1 	 	 63543.7 	 	 	 1038.08 
0.1 	 	 57107.5 	 	 	 544.833 
0.1 	 	 42886.2 	 	 	 113.047 
0.1 	 	 65261 	 	 	 709.336 
0.1 	 	 148354 	 	 	 21963.9 
0.1 	 	 37228.7 	 	 	 21.9008 
0.1 	 	 69852.4 	 	 	 397.25 
0.1 	 	 230544 	 	 	 162861 
0.1 	 	 221946 	 	 	 78177.1 
0.1 	 	 57052.3 	 	 	 618.581 
0.1 	 	 191508 	 	 	 56888.9 
0.1 	 	 146563 	 	 	 28608.4 
0.1 	 	 66091.6 	 	 	 1163.68 
0.1 	 	 56564.3 	 	 	 318.568 
0.1 	 	 62512.1 	 	 	 661.774 
0.1 	 	 48916.4 	 	 	 237.685 
0.1 	 	 102051 	 	 	 6705.99 
0.1 	 	 87179.3 	 	 	 2258.15 
0.1 	 	 175601 	 	 	 59038.4 
0.1 	 	 154253 	 	 	 31498.9 
0.1 	 	 179125 	 	 	 60204.6 
0.1 	 	 156421 	 	 	 20812.8 
0.1 	 	 39788.5 	 	 	 45.3297 
0.1 	 	 187036 	 	 	 55400.2 
0.1 	 	 196399 	 	 	 68713.7 
0.1 	 	 78759.6 	 	 	 2402.92 
0.1 	 	 129801 	 	 	 16314.8 
0.1 	 	 154253 	 	 	 35944.6 
0.1 	 	 221946 	 	 	 101391 
0.1 	 	 55383.2 	 	 	 266.635 
0.1 	 	 132119 	 	 	 14241.2 
0.1 	 	 135902 	 	 	 14494.7 
0.1 	 	 87974.7 	 	 	 2834.55 
0.1 	 	 166372 	 	 	 31446.7 
0.1 	 	 64210.6 	 	 	 391.745 
0.1 	 	 46183.2 	 	 	 234.023 
0.1 	 	 86158.6 	 	 	 2360.25 
0.1 	 	 179125 	 	 	 43278.4 
0.1 	 	 126586 	 	 	 15610.3 
0.1 	 	 86919.9 	 	 	 1696.96 
0.1 	 	 97759.6 	 	 	 5636.27 
0.1 	 	 102051 	 	 	 3493.01 
0.1 	 	 42119 	 	 	 141.921 
0.1 	 	 103974 	 	 	 5682.13 
0.1 	 	 78403.3 	 	 	 2341.12 
0.1 	 	 47804.9 	 	 	 307.081 
0.1 	 	 62980.5 	 	 	 724.969 
0.1 	 	 128696 	 	 	 11826.5 
0.1 	 	 96977.5 	 	 	 4632.74 
0.1 	 	 72186.9 	 	 	 421.956 
0.1 	 	 137254 	 	 	 22573.5 
0.1 	 	 91758.8 	 	 	 3825.06 
0.1 	 	 41657.7 	 	 	 48.0165 
0.1 	 	 121818 	 	 	 7554.57 
0.1 	 	 175601 	 	 	 38217.6 
0.1 	 	 79490.6 	 	 	 2100.22 
0.1 	 	 69852.4 	 	 	 357.944 
0.1 	 	 221946 	 	 	 150644 
0.1 	 	 52887.6 	 	 	 432.625 
0.1 	 	 152192 	 	 	 34046.7 
0.1 	 	 152192 	 	 	 22737.7 
0.1 	 	 207748 	 	 	 78107.4 
0.1 	 	 221946 	 	 	 151914 
0.1 	 	 107126 	 	 	 1234.66 
0.1 	 	 169250 	 	 	 26594.4 
0.1 	 	 51841.9 	 	 	 134.665 
0.1 	 	 43790.6 	 	 	 187.94 
0.1 	 	 46995.4 	 	 	 195.118 
0.1 	 	 143205 	 	 	 26816.2 
0.1 	 	 121818 	 	 	 8728.69 
0.1 	 	 154253 	 	 	 33665.6 
0.1 	 	 88797.3 	 	 	 1352.25 
0.1 	 	 88245.7 	 	 	 1827.69 
0.1 	 	 107126 	 	 	 1401.17 
0.1 	 	 201782 	 	 	 65250.7 
0.1 	 	 38156.2 	 	 	 61.4064 
0.1 	 	 98159.4 	 	 	 4088.39 
0.1 	 	 60145 	 	 	 488.156 
0.1 	 	 207748 	 	 	 107859 
0.1 	 	 108258 	 	 	 7405.02 
0.1 	 	 53440.3 	 	 	 201.014 
0.1 	 	 182924 	 	 	 65973.4 
0.1 	 	 161116 	 	 	 43051.2 
0.1 	 	 52476.3 	 	 	 306.751 
0.1 	 	 39847.4 	 	 	 117.847 
0.1 	 	 90233.6 	 	 	 2131.07 
0.1 	 	 58076.7 	 	 	 438.169 
0.1 	 	 101137 	 	 	 4685.39 
0.1 	 	 65625.4 	 	 	 1101.21 
0.1 	 	 127625 	 	 	 11692.7 
0.1 	 	 62980.5 	 	 	 573.871 
0.1 	 	 88245.7 	 	 	 3842.84 
0.1 	 	 187036 	 	 	 73820.5 
0.1 	 	 92396.1 	 	 	 4303.31 
0.1 	 	 42637.5 	 	 	 187.919 
0.1 	 	 87706.6 	 	 	 3305.01 
0.1 	 	 154253 	 	 	 25964.5 
0.1 	 	 146563 	 	 	 29097.8 
0.1 	 	 68620.6 	 	 	 969.676 
0.1 	 	 57901.2 	 	 	 655.865 
0.1 	 	 138657 	 	 	 12242.5 
0.1 	 	 221946 	 	 	 84340.5 
0.1 	 	 79122 	 	 	 1729.05 
0.1 	 	 103974 	 	 	 5127.33 
0.1 	 	 51611.2 	 	 	 189.886 
0.1 	 	 55138.2 	 	 	 328.182 
0.1 	 	 110660 	 	 	 3503.07 
0.1 	 	 166372 	 	 	 17875.8 
0.1 	 	 117648 	 	 	 6508.67 
0.1 	 	 102520 	 	 	 4425.05 
0.1 	 	 196399 	 	 	 87742.7 
0.1 	 	 43042.1 	 	 	 152.587 
0.1 	 	 93383.2 	 	 	 4475.78 
0.1 	 	 89648.9 	 	 	 3799.14 
0.1 	 	 187036 	 	 	 75893.8 
0.1 	 	 207748 	 	 	 102629 
0.1 	 	 38398.4 	 	 	 88.6509 
0.1 	 	 201782 	 	 	 30074.4 
0.1 	 	 179125 	 	 	 56539.5 
0.1 	 	 55834.6 	 	 	 323.312 
0.1 	 	 182924 	 	 	 61515 
0.1 	 	 56564.3 	 	 	 649.151 
0.1 	 	 92720.8 	 	 	 2119.22 
0.1 	 	 44814.5 	 	 	 252.488 
0.1 	 	 63380.9 	 	 	 565.213 
0.1 	 	 66570.2 	 	 	 1190.23 
0.1 	 	 125577 	 	 	 15488.6 
0.1 	 	 101137 	 	 	 6403.65 
0.1 	 	 175601 	 	 	 56836.6 
0.1 	 	 166372 	 	 	 40436.4 
0.1 	 	 86919.9 	 	 	 3418 
0.1 	 	 51687.7 	 	 	 227.964 
0.1 	 	 77200.8 	 	 	 1873.98 
0.1 	 	 65261 	 	 	 873.028 
0.1 	 	 40486.3 	 	 	 109.73 
0.1 	 	 55936.7 	 	 	 287.85 
0.1 	 	 44656.3 	 	 	 48.5359 
0.1 	 	 187036 	 	 	 72126.1 
0.1 	 	 143205 	 	 	 22526.4 
0.1 	 	 53483.8 	 	 	 365.998 
0.1 	 	 120940 	 	 	 11649.3 
0.1 	 	 77707.9 	 	 	 949.175 
0.1 	 	 94063.2 	 	 	 1088.64 
0.1 	 	 70202.8 	 	 	 1127.34 
0.1 	 	 214418 	 	 	 108780 
0.1 	 	 101137 	 	 	 6712.69 
0.1 	 	 172318 	 	 	 40910.1 
0.1 	 	 146563 	 	 	 11545.9 
0.1 	 	 175601 	 	 	 32094.8 
0.1 	 	 76222.1 	 	 	 2161.8 
0.1 	 	 54754.3 	 	 	 498.555 
0.1 	 	 88519.9 	 	 	 2823.74 
0.1 	 	 44928.6 	 	 	 243.891 
0.1 	 	 66863.5 	 	 	 1272.8 
0.1 	 	 67566.9 	 	 	 273.067 
0.1 	 	 214418 	 	 	 98081.7 
0.1 	 	 100253 	 	 	 2024.74 
0.1 	 	 93049.9 	 	 	 4088.74 
0.1 	 	 187036 	 	 	 42631.2 
0.1 	 	 201782 	 	 	 77894.7 
0.1 	 	 133337 	 	 	 19547 
0.1 	 	 130941 	 	 	 11083.8 
0.1 	 	 114662 	 	 	 6408.25 
0.1 	 	 74248.3 	 	 	 1658.48 
0.1 	 	 75440.4 	 	 	 1879.03 
0.1 	 	 179125 	 	 	 58115.5 
0.1 	 	 182924 	 	 	 63460 
0.1 	 	 132119 	 	 	 19331.2 
0.1 	 	 79490.6 	 	 	 2521.48 
0.1 	 	 98565.4 	 	 	 2593.53 
0.1 	 	 106577 	 	 	 8007.66 
0.1 	 	 93720.9 	 	 	 3359.07 
0.1 	 	 221946 	 	 	 149208 
0.1 	 	 169250 	 	 	 43202.9 
0.1 	 	 93383.2 	 	 	 4741.24 
0.1 	 	 201782 	 	 	 32588.9 
0.1 	 	 201782 	 	 	 97918.6 
0.1 	 	 84472.8 	 	 	 1844.94 
0.1 	 	 110660 	 	 	 9266.17 
0.1 	 	 214418 	 	 	 131471 
0.1 	 	 214418 	 	 	 134574 
0.1 	 	 166372 	 	 	 14827.3 
0.1 	 	 166372 	 	 	 34775.9 
0.1 	 	 97759.6 	 	 	 3567.98 
0.1 	 	 46183.2 	 	 	 227.521 
0.1 	 	 221946 	 	 	 107446 
0.1 	 	 58984 	 	 	 333.924 
0.1 	 	 154253 	 	 	 25323.7 
0.1 	 	 163667 	 	 	 16146.1 
0.1 	 	 102051 	 	 	 3752.65 
0.1 	 	 99821 	 	 	 4471.01 
0.1 	 	 130941 	 	 	 15494.4 
0.1 	 	 187036 	 	 	 77406.5 
0.1 	 	 109435 	 	 	 6409.15 
0.1 	 	 141629 	 	 	 16451.7 
0.1 	 	 207748 	 	 	 39868.4 
0.1 	 	 102051 	 	 	 4797.99 
0.1 	 	 166372 	 	 	 29707.5 
0.1 	 	 90832.5 	 	 	 2466.55 
0.1 	 	 49169.5 	 	 	 218.143 
0.1 	 	 67566.9 	 	 	 1080.9 
0.1 	 	 230544 	 	 	 90072.7 
0.1 	 	 90233.6 	 	 	 2932.72 
0.1 	 	 41993 	 	 	 73.7495 
0.1 	 	 62744.7 	 	 	 778.722 
0.1 	 	 230544 	 	 	 130619 
0.1 	 	 64903.9 	 	 	 898.626 
0.1 	 	 52680.4 	 	 	 427.819 
0.1 	 	 70680.1 	 	 	 1075.32 
0.1 	 	 187036 	 	 	 53054.9 
0.1 	 	 66091.6 	 	 	 480.089 
0.1 	 	 75594.3 	 	 	 1510.93 
0.1 	 	 115383 	 	 	 10391.3 
0.1 	 	 95846.2 	 	 	 5238.28 
0.1 	 	 57785.3 	 	 	 399.685 
0.1 	 	 43916.6 	 	 	 218.529 
0.1 	 	 86158.6 	 	 	 2873.2 
0.1 	 	 67061.8 	 	 	 798.71 
0.1 	 	 117648 	 	 	 8681.72 
0.1 	 	 58076.7 	 	 	 488.331 
0.1 	 	 119252 	 	 	 6635.32 
0.1 	 	 39022.8 	 	 	 60.6173 
0.1 	 	 128696 	 	 	 16929.1 
0.1 	 	 175601 	 	 	 34649.2 
0.1 	 	 187036 	 	 	 55108.5 
0.1 	 	 201782 	 	 	 105077 
0.1 	 	 109435 	 	 	 7012.51 
0.1 	 	 52763 	 	 	 245.597 
0.1 	 	 182924 	 	 	 65507.7 
0.1 	 	 81231 	 	 	 2376.27 
0.1 	 	 90832.5 	 	 	 1293.12 
0.1 	 	 37712.1 	 	 	 74.6848 
0.1 	 	 48885.1 	 	 	 255.909 
0.1 	 	 103974 	 	 	 5358.64 
0.1 	 	 143205 	 	 	 13468.4 
0.1 	 	 128696 	 	 	 9204.09 
0.1 	 	 127625 	 	 	 7573.21 
0.1 	 	 52887.6 	 	 	 239.53 
0.1 	 	 144848 	 	 	 13940.1 
0.1 	 	 46310.7 	 	 	 114.217 
0.1 	 	 74393.6 	 	 	 1812.18 
0.1 	 	 51880.8 	 	 	 406.467 
0.1 	 	 61250.9 	 	 	 865.708 
0.1 	 	 44346.2 	 	 	 199.4 
0.1 	 	 51687.7 	 	 	 203.883 
0.1 	 	 49823.8 	 	 	 262.325 
0.1 	 	 196399 	 	 	 67364.9 
0.1 	 	 55783.7 	 	 	 545.284 
0.1 	 	 56725.2 	 	 	 453.36 
0.1 	 	 166372 	 	 	 41850.1 
0.1 	 	 187036 	 	 	 55264.4 
0.1 	 	 214418 	 	 	 114581 
0.1 	 	 134597 	 	 	 20275.9 
0.1 	 	 127625 	 	 	 16789.4 
0.1 	 	 72850.7 	 	 	 1343.21 
0.1 	 	 107687 	 	 	 5760.33 
0.1 	 	 93049.9 	 	 	 4501.26 
0.1 	 	 37833.6 	 	 	 84.554 
0.1 	 	 46056.9 	 	 	 285.758 
0.1 	 	 110041 	 	 	 8498.71 
0.1 	 	 60212.1 	 	 	 383.83 
0.1 	 	 121818 	 	 	 12824.4 
0.1 	 	 91137.5 	 	 	 3122.02 
0.1 	 	 49265.6 	 	 	 332.238 
0.1 	 	 83786.4 	 	 	 1844.89 
0.1 	 	 95846.2 	 	 	 2742.31 
0.1 	 	 37544.5 	 	 	 45.1847 
0.1 	 	 191508 	 	 	 57452.2 
0.1 	 	 169250 	 	 	 34463.2 
0.1 	 	 43958.9 	 	 	 79.7454 
0.1 	 	 161116 	 	 	 38490.4 
0.1 	 	 158705 	 	 	 31059.8 
0.1 	 	 137254 	 	 	 18796.7 
0.1 	 	 154253 	 	 	 35667.6 
0.1 	 	 75440.4 	 	 	 1443.26 
0.1 	 	 120940 	 	 	 13274.5 
0.1 	 	 207748 	 	 	 103570 
0.1 	 	 39036.5 	 	 	 117.08 
0.1 	 	 144848 	 	 	 17636.3 
0.1 	 	 182924 	 	 	 64286.2 
0.1 	 	 86663.4 	 	 	 2302.13 
0.1 	 	 67669.6 	 	 	 663.891 
0.1 	 	 123645 	 	 	 14105.7 
0.1 	 	 50581.9 	 	 	 326.178 
0.1 	 	 154253 	 	 	 36289.6 
0.1 	 	 132119 	 	 	 18181.3 
0.1 	 	 47633.2 	 	 	 119.619 
0.1 	 	 52435.8 	 	 	 380.546 
0.1 	 	 123645 	 	 	 14459.4 
0.1 	 	 49492.7 	 	 	 247.486 
0.1 	 	 104987 	 	 	 7118.66 
0.1 	 	 59814.2 	 	 	 455.21 
0.1 	 	 166372 	 	 	 31120.3 
0.1 	 	 152192 	 	 	 30857.8 
0.1 	 	 166372 	 	 	 36389.3 
0.1 	 	 49756.9 	 	 	 177.993 
0.1 	 	 39314.1 	 	 	 33.4728 
0.1 	 	 51919.7 	 	 	 285.849 
0.1 	 	 48244.3 	 	 	 268.129 
0.1 	 	 116875 	 	 	 9477.07 
0.1 	 	 119252 	 	 	 8499.57 
0.1 	 	 230544 	 	 	 115057 
0.1 	 	 47718.8 	 	 	 108.795 
0.1 	 	 42886.2 	 	 	 59.17 
0.1 	 	 53658.7 	 	 	 378.235 
0.1 	 	 41164.4 	 	 	 182.677 
0.1 	 	 148354 	 	 	 3406.92 
0.1 	 	 60414.6 	 	 	 598.931 
0.1 	 	 102051 	 	 	 6480.64 
0.1 	 	 207748 	 	 	 78325.2 
0.1 	 	 110660 	 	 	 6845.08 
0.1 	 	 90832.5 	 	 	 2916.67 
0.1 	 	 128696 	 	 	 10840.6 
0.1 	 	 182924 	 	 	 60471.1 
0.1 	 	 50301.4 	 	 	 334.643 
0.1 	 	 129801 	 	 	 13663.5 
0.1 	 	 44478.2 	 	 	 247.479 
0.1 	 	 134597 	 	 	 20003.9 
0.1 	 	 137254 	 	 	 14955.7 
0.1 	 	 187036 	 	 	 49048.3 
0.1 	 	 98159.4 	 	 	 4145.07 
0.1 	 	 71418.9 	 	 	 1154.11 
0.1 	 	 89939.4 	 	 	 2671.64 
0.1 	 	 47833.7 	 	 	 170.323 
0.1 	 	 207748 	 	 	 101864 
0.1 	 	 116120 	 	 	 10256.6 
0.1 	 	 43199.9 	 	 	 130.634 
0.1 	 	 175601 	 	 	 43948.2 
0.1 	 	 230544 	 	 	 131418 
0.1 	 	 66377.2 	 	 	 755.793 
0.1 	 	 85421.1 	 	 	 2558.56 
0.1 	 	 83786.4 	 	 	 670.074 
0.1 	 	 37102.9 	 	 	 59.9121 
0.1 	 	 106577 	 	 	 4605.93 
0.1 	 	 90832.5 	 	 	 2450.08 
0.1 	 	 73537.3 	 	 	 1717.34 
0.1 	 	 80832.1 	 	 	 1752.16 
0.1 	 	 101591 	 	 	 4771.63 
0.1 	 	 46157.8 	 	 	 172.698 
0.1 	 	 86158.6 	 	 	 2712.85 
0.1 	 	 191508 	 	 	 77182.2 
0.1 	 	 221946 	 	 	 142584 
0.1 	 	 161116 	 	 	 34765.3 
0.1 	 	 59748.8 	 	 	 689.545 
0.1 	 	 39527.2 	 	 	 68.9935 
0.1 	 	 47463.8 	 	 	 247.334 
0.1 	 	 156421 	 	 	 23059 
0.1 	 	 187036 	 	 	 71002.1 
0.1 	 	 52516.9 	 	 	 327.167 
0.1 	 	 101591 	 	 	 5924.56 
0.1 	 	 154253 	 	 	 24399.1 
0.1 	 	 182924 	 	 	 71756.7 
0.1 	 	 130941 	 	 	 12096.6 
0.1 	 	 138657 	 	 	 22643.6 
0.1 	 	 201782 	 	 	 68061.9 
0.1 	 	 154253 	 	 	 33540.8 
0.1 	 	 221946 	 	 	 85019.1 
0.1 	 	 179125 	 	 	 43330.8 
0.1 	 	 135902 	 	 	 20174 
0.1 	 	 110660 	 	 	 4602.9 
0.1 	 	 64467.4 	 	 	 858.008 
0.1 	 	 67566.9 	 	 	 837.409 
0.1 	 	 98159.4 	 	 	 3767.91 
0.1 	 	 148354 	 	 	 22574.1 
0.1 	 	 49297.8 	 	 	 249.675 
0.1 	 	 111937 	 	 	 8206.26 
0.1 	 	 102051 	 	 	 3458.99 
0.1 	 	 196399 	 	 	 90250 
0.1 	 	 60551.2 	 	 	 648.384 
0.1 	 	 120940 	 	 	 11626.6 
0.1 	 	 96977.5 	 	 	 5129.58 
0.1 	 	 71799.2 	 	 	 1678.62 
0.1 	 	 152192 	 	 	 16002.1 
0.1 	 	 221946 	 	 	 108718 
0.1 	 	 169250 	 	 	 15749.5 
0.1 	 	 36833.5 	 	 	 114.789 
0.1 	 	 175601 	 	 	 29218.1 
0.1 	 	 74985.2 	 	 	 1354.19 
0.1 	 	 52887.6 	 	 	 473.264 
0.1 	 	 48424.2 	 	 	 148.057 
0.1 	 	 59425.8 	 	 	 561.025 
0.1 	 	 163667 	 	 	 18602.1 
0.1 	 	 67669.6 	 	 	 781.789 
0.1 	 	 207748 	 	 	 54608.3 
0.1 	 	 93049.9 	 	 	 3154.63 
0.1 	 	 61906.8 	 	 	 624.424 
0.1 	 	 60212.1 	 	 	 516.404 
0.1 	 	 88797.3 	 	 	 2829.75 
0.1 	 	 99821 	 	 	 5377.58 
0.1 	 	 45588.4 	 	 	 138.464 
0.1 	 	 169250 	 	 	 27846.4 
0.1 	 	 104987 	 	 	 7745.65 
0.1 	 	 201782 	 	 	 105261 
0.1 	 	 135902 	 	 	 10557.2 
0.1 	 	 179125 	 	 	 61607 
0.1 	 	 41903.8 	 	 	 108.133 
0.1 	 	 154253 	 	 	 30600.3 
0.1 	 	 128696 	 	 	 10672.9 
0.1 	 	 124598 	 	 	 3242.08 
0.1 	 	 118440 	 	 	 6598.99 
0.1 	 	 128696 	 	 	 12752 
0.1 	 	 48274.1 	 	 	 184.561 
0.1 	 	 191508 	 	 	 45063.9 
0.1 	 	 90531.2 	 	 	 3152.35 
0.1 	 	 201782 	 	 	 64187.5 
0.1 	 	 175601 	 	 	 56089.2 
0.1 	 	 230544 	 	 	 116588 
0.1 	 	 133337 	 	 	 16124.8 
0.1 	 	 83119.8 	 	 	 1127.73 
0.1 	 	 107687 	 	 	 6870.27 
0.1 	 	 97759.6 	 	 	 3148.55 
0.1 	 	 156421 	 	 	 17179.7 
0.1 	 	 221946 	 	 	 58000.5 
0.1 	 	 158705 	 	 	 28686.7 
0.1 	 	 166372 	 	 	 34959.4 
0.1 	 	 39613.6 	 	 	 68.1002 
0.1 	 	 73259.8 	 	 	 1184.35 
0.1 	 	 113958 	 	 	 3891.4 
0.1 	 	 156421 	 	 	 25208 
0.1 	 	 49958.6 	 	 	 384.488 
0.1 	 	 55936.7 	 	 	 456.662 
0.1 	 	 96977.5 	 	 	 4263.51 
0.1 	 	 115383 	 	 	 8189.99 
0.1 	 	 77879.7 	 	 	 1449.64 
0.1 	 	 122719 	 	 	 8902.75 
0.1 	 	 221946 	 	 	 108975 
0.1 	 	 166372 	 	 	 34582.9 
0.1 	 	 98565.4 	 	 	 3937.19 
0.1 	 	 221946 	 	 	 147432 
0.1 	 	 182924 	 	 	 46391.5 
0.1 	 	 214418 	 	 	 91223 
0.1 	 	 127625 	 	 	 16886.4 
0.1 	 	 56091.2 	 	 	 317.462 
0.1 	 	 117648 	 	 	 7747.21 
0.1 	 	 207748 	 	 	 80559.2 
0.1 	 	 41247.9 	 	 	 36.6017 
0.1 	 	 87441.4 	 	 	 2685.41 
0.1 	 	 123645 	 	 	 11486.7 
0.1 	 	 52275 	 	 	 311.16 
0.1 	 	 158705 	 	 	 27915.6 
0.1 	 	 69508.4 	 	 	 1120.79 
0.1 	 	 56091.2 	 	 	 609.873 
0.1 	 	 53658.7 	 	 	 528.844 
0.1 	 	 68838.6 	 	 	 1406.56 
0.1 	 	 72986.1 	 	 	 1665.24 
0.1 	 	 79305.6 	 	 	 1706.67 
0.1 	 	 126586 	 	 	 9333.84 
0.1 	 	 55783.7 	 	 	 202.288 
0.1 	 	 148354 	 	 	 2108.72 
0.1 	 	 64992.5 	 	 	 779.452 
0.1 	 	 40691.8 	 	 	 93.4441 
0.1 	 	 51050.4 	 	 	 385.188 
0.1 	 	 175601 	 	 	 59323.1 
0.1 	 	 70680.1 	 	 	 1577.03 
0.1 	 	 182924 	 	 	 33532.8 
0.1 	 	 61906.8 	 	 	 376.503 
0.1 	 	 187036 	 	 	 51344.8 
0.1 	 	 79305.6 	 	 	 1754.96 
0.1 	 	 43749 	 	 	 108.287 
0.1 	 	 230544 	 	 	 92744.2 
0.1 	 	 95846.2 	 	 	 3940.91 
0.1 	 	 78052.8 	 	 	 1629.34 
0.1 	 	 182924 	 	 	 67729.5 
0.1 	 	 207748 	 	 	 72487.2 
0.1 	 	 43061.7 	 	 	 177.817 
0.1 	 	 51123.9 	 	 	 116.417 
0.1 	 	 78403.3 	 	 	 955.395 
0.1 	 	 40392.7 	 	 	 74.8079 
0.1 	 	 65997.4 	 	 	 1150.29 
0.1 	 	 61612.2 	 	 	 648.871 
0.1 	 	 68405 	 	 	 899.683 
0.1 	 	 58921.9 	 	 	 519.942 
0.1 	 	 59554.2 	 	 	 542.237 
0.1 	 	 196399 	 	 	 91741.6 
0.1 	 	 182924 	 	 	 66395.6 
0.1 	 	 77034.5 	 	 	 935.614 
0.1 	 	 61037.9 	 	 	 663.122 
0.1 	 	 154253 	 	 	 20285 
0.1 	 	 91758.8 	 	 	 1201.71 
0.1 	 	 221946 	 	 	 64239 
0.1 	 	 93383.2 	 	 	 3295.1 
0.1 	 	 46701.2 	 	 	 232.286 
