8640 	 	 37080.1 
25920 	 	 16289 
43200 	 	 10744.5 
60480 	 	 8114.61 
77760 	 	 6558.97 
95040 	 	 5494.79 
112320 	 	 4761.29 
129600 	 	 4206.92 
146880 	 	 3772.37 
164160 	 	 3422.11 
181440 	 	 3126.39 
198720 	 	 2885.57 
216000 	 	 2680.41 
233280 	 	 2503.45 
250560 	 	 2349.2 
267840 	 	 2210.42 
285120 	 	 2090.48 
302400 	 	 1983.33 
319680 	 	 1887.02 
336960 	 	 1799.96 
354240 	 	 1719.16 
371520 	 	 1647.14 
388800 	 	 1581.14 
406080 	 	 1520.41 
423360 	 	 1464.34 
440640 	 	 1411.33 
457920 	 	 1363.18 
475200 	 	 1318.33 
492480 	 	 1276.44 
509760 	 	 1236.44 
527040 	 	 1199.7 
544320 	 	 1165.17 
561600 	 	 1132.64 
578880 	 	 1101.95 
596160 	 	 1072.35 
613440 	 	 1044.92 
630720 	 	 1018.9 
648000 	 	 994.186 
665280 	 	 970.688 
682560 	 	 947.879 
699840 	 	 926.571 
717120 	 	 906.233 
734400 	 	 886.799 
751680 	 	 868.21 
768960 	 	 850.072 
786240 	 	 833.027 
803520 	 	 816.675 
820800 	 	 800.975 
838080 	 	 785.886 
855360 	 	 771.103 
872640 	 	 757.146 
889920 	 	 743.701 
907200 	 	 730.741 
924480 	 	 718.239 
941760 	 	 705.951 
959040 	 	 694.303 
976320 	 	 683.045 
993600 	 	 672.158 
1.01088e+06 	 	 661.623 
1.02816e+06 	 	 651.24 
1.04544e+06 	 	 641.366 
1.06272e+06 	 	 631.797 
1.08e+06 	 	 622.517 
1.09728e+06 	 	 613.513 
1.11456e+06 	 	 604.621 
1.13184e+06 	 	 596.14 
1.14912e+06 	 	 587.901 
1.1664e+06 	 	 579.893 
1.18368e+06 	 	 572.107 
1.20096e+06 	 	 564.402 
1.21824e+06 	 	 557.036 
1.23552e+06 	 	 549.865 
1.2528e+06 	 	 542.881 
1.27008e+06 	 	 536.078 
1.28736e+06 	 	 529.335 
