8640 	 	 132068 
25920 	 	 58016.4 
43200 	 	 38268.5 
60480 	 	 28901.7 
77760 	 	 23361 
95040 	 	 19570.7 
112320 	 	 16958.2 
129600 	 	 14983.7 
146880 	 	 13436 
164160 	 	 12188.5 
181440 	 	 11135.2 
198720 	 	 10277.5 
216000 	 	 9546.76 
233280 	 	 8916.49 
250560 	 	 8367.09 
267840 	 	 7872.82 
285120 	 	 7445.61 
302400 	 	 7063.99 
319680 	 	 6720.96 
336960 	 	 6410.88 
354240 	 	 6123.11 
371520 	 	 5866.61 
388800 	 	 5631.51 
406080 	 	 5415.21 
423360 	 	 5215.52 
440640 	 	 5026.73 
457920 	 	 4855.23 
475200 	 	 4695.48 
492480 	 	 4546.29 
509760 	 	 4403.79 
527040 	 	 4272.97 
544320 	 	 4149.97 
561600 	 	 4034.12 
578880 	 	 3924.79 
596160 	 	 3819.39 
613440 	 	 3721.66 
630720 	 	 3628.98 
648000 	 	 3540.97 
665280 	 	 3457.28 
682560 	 	 3376.04 
699840 	 	 3300.15 
717120 	 	 3227.71 
734400 	 	 3158.5 
751680 	 	 3092.29 
768960 	 	 3027.68 
786240 	 	 2966.98 
803520 	 	 2908.74 
820800 	 	 2852.82 
838080 	 	 2799.08 
855360 	 	 2746.42 
872640 	 	 2696.71 
889920 	 	 2648.83 
907200 	 	 2602.67 
924480 	 	 2558.14 
941760 	 	 2514.37 
959040 	 	 2472.89 
976320 	 	 2432.79 
993600 	 	 2394.01 
1.01088e+06 	 	 2356.49 
1.02816e+06 	 	 2319.51 
1.04544e+06 	 	 2284.34 
1.06272e+06 	 	 2250.26 
1.08e+06 	 	 2217.21 
1.09728e+06 	 	 2185.14 
1.11456e+06 	 	 2153.47 
1.13184e+06 	 	 2123.26 
1.14912e+06 	 	 2093.92 
1.1664e+06 	 	 2065.39 
1.18368e+06 	 	 2037.66 
1.20096e+06 	 	 2010.22 
1.21824e+06 	 	 1983.98 
1.23552e+06 	 	 1958.44 
1.2528e+06 	 	 1933.57 
1.27008e+06 	 	 1909.34 
1.28736e+06 	 	 1885.32 
1.30464e+06 	 	 1862.32 
1.32192e+06 	 	 1839.88 
1.3392e+06 	 	 1817.99 
1.35648e+06 	 	 1796.27 
1.37376e+06 	 	 1775.43 
1.39104e+06 	 	 1755.08 
1.40832e+06 	 	 1735.2 
1.4256e+06 	 	 1715.79 
1.44288e+06 	 	 1696.5 
1.46016e+06 	 	 1677.95 
1.47744e+06 	 	 1659.82 
1.49472e+06 	 	 1642.09 
1.512e+06 	 	 1624.74 
1.52928e+06 	 	 1607.49 
1.54656e+06 	 	 1590.89 
1.56384e+06 	 	 1574.63 
1.58112e+06 	 	 1558.71 
1.5984e+06 	 	 1543.11 
1.61568e+06 	 	 1527.59 
1.63296e+06 	 	 1512.63 
1.65024e+06 	 	 1497.96 
1.66752e+06 	 	 1483.58 
1.6848e+06 	 	 1469.48 
1.70208e+06 	 	 1455.44 
1.71936e+06 	 	 1441.89 
